@relation Tweets

@attribute text string
@attribute labelled_sentiment {positive,neutral,negative}

@data
"americanair 4hrs late flightr i get a call back and immediately disconnected",negative
"americanair 4th flight rebooked to is not cancelled flighted woohoo going to make it to laguardiaair",negative
"americanair 6 hours to get backs back after being sat on a plane for 4 hours to have flight cancelled flightled with only one small drink",negative
"americanair 6 months ago best catering out of all domestic airlines today worst on the planet and ive flown almost all of them",negative
"americanair 600 late flightr 2 complete itinerary changes and lost work and time but yeah i got it rebooked",negative
"americanair 77min still on hold to chg award travel sorrynotsorry",negative
"americanair 8 hours on the phone yesterday really still doesnt pick up status on us air flight",negative
"americanair 800 number will not even let you wait for next customer rep very frustrating cant talk to humans",negative
"americanair 953 our fligth somthing to talk about this",negative
"americanair a confirmed flight im so done thanks for nothing",negative
"americanair a free check bag a food comp a flying credit something to help out now that im an additional 200 dollars in the hole",negative
"americanair a school trip of 38 including myself had to sleep over in the airpo and are all on different standby flightsthis is not good",negative
"americanair aa employees were rude and unwilling to help 10000 miles is a rotten cherry on top of a dog shit sunday nocareforcustomers",negative
"americanair aa1675 flight out of jamaica was cancelled flightled yesterday due to weather while other flights were still landing at dfw",negative
"americanair aa1675 now that the airplane has been sitting here for over 24 hrsthere are mechanical problemsbtwthe aa desk is unorganized",negative
"americanair aa223 being ignored",negative
"americanair aa2334 second week in a row delayed due to mechanical issues all the sleet outside and yet were stuck changing a tire",negative
"americanair aa45 jfk to las",negative
"americanair absolute terrible service to schedule a 40 minute layover and then not let someone on the plane with the door not closed",negative
"americanair absolutely disappointed in your lack of service lost my bag and cant even deliver it after i was told it would happen",negative
"americanair activealy thx we have already been on the iberia website and seat reservation is unavailable hopefully we can call them",negative
"americanair actually online indicates the only seating available is at a premium costwhy not allow seat selection at time of purchase",negative
"americanair additional fare cost 19 tix change price 195 uk pounds 304 19 not the issue the 195 uk pounds is badcustomerservice",negative
"americanair advised gas and pilot of my flight too bad no one took action",negative
"americanair after 50 minutes on hold and another 30 minutes on the call yes going to be pushing it to get to the airpo on time now",negative
"americanair after all that weve been through today as a couesy to not allow a passenger with an oxgen tank sit up there is bad business",negative
"americanair after being patient about my delayed bags for 5 weeks i was told that it could take another 3 to 5 weeks unacceptable",negative
"americanair after losing my bags for 4 daysampcharging me 475 toarrange pick upin argentinaclaiming tollfree wont reimburse me help",negative
"americanair after running from one flight because we had 10 mins to our next flight we then sat on our plane for an hour",negative
"americanair after several miss communications i was able to get to ord but i am not home yet and not sure i will get there due to her error",negative
"americanair after waiting for a delayed plane we sat on the plane for an hour waiting for a late flight passenger thats bs too",negative
"americanair again no special meal catered for me in f jfklax thankfully im on qantas the rest of wayi fear what youd not cater on that",negative
"americanair again you guys are a huge joke and cancelled flight your flight for no reason this is the 3rd time in one trip for me that you have",negative
"americanair agents in dfw were very kind did their best to help but this doesnt make up for phx error and attitude americant",negative
"americanair airline trouble this winter amp not getting good customer service contact url we negotiate wcompanies foru",negative
"americanair airpo and 2 extra nights for hotels and not once have i heard of anything from your embarrassing airline saying that you will",negative
"americanair all i get is an automated system that hangs up on me i finally get a message that some will call me back in 2 hours",negative
"americanair all i want is to know what to do regarding my connecting flights since my 1st is cancelled flightled could you be of assistance",negative
"americanair all of these issues are not based on weather or things that are out of your control these issues are based on negligence",negative
"americanair all right but can you give me an email to write to ",negative
"americanair already shared with them nothing done",negative
"americanair already spoke to that line unwilling to help really poor suppo hitawall",negative
"americanair alright prove it 13 3 days ago i sat on a plane at jfk for 3 hrs deplaned for 3 more and when i reboarded",negative
"americanair also agent not aware clearly of url",negative
"americanair also been on hold for 30 minutes with your customer service to find out when my new flight is scheduled bc your site sucks",negative
"americanair also do you have any way to speak to someone on the phone your 1800 has been hanging up on me all day",negative
"americanair also i have to wait more than 2 hours before i can speak to someone on the phone i cant wait 2 hours ",negative
"americanair am on hold for the 2nd time today need help with confirming the new flights you arranged for me can you expedite this",negative
"americanair americanairlines bqonpa flight 1641 delayed from posmia missed 2214 mia atl need seat on last flight to atl",negative
"americanair americanairlines says most bags left in miami have been returned following mechanical glitch gtgt url",negative
"americanair an hour now waiting on the phone for us air help 10 hours waiting at the airpo yesterday love the service guys",negative
"americanair an overzealous stewardess prevented us from bringing in a car seat worstflight",negative
"americanair and airsouthwest had a flight from chicago to buffalo about an hour before our flight do they not care about safety",negative
"americanair and even worse by the time you responded to my tweets i took two flights over five hours and that was the quickest response",negative
"americanair and feel free to email me mikehez7gmailcom dont worry were not going anywhere but this damn tarmac for a bit",negative
"americanair and it gets betterother passengers rebooked direct on other airlines whereisthelove ",negative
"americanair and its not a inconvenience it is a disaster its a 500 phone bill from you that you refuse to pay",negative
"americanair and itunesmusic have put me in bad mood i havent been this angry since spagnuolo coached the rams",negative
"americanair and just bad cs i will be back on jetblue at least when you stuck they look out for you and apologize for any trouble",negative
"americanair and let flt 2350 know im coming gate crew have yet to arrive to let us off flt 5350 dfw",negative
"americanair and they cancelled flighted my flight and left me with no help to find a hotel to stay in i slept in an airpo for a night",negative
"americanair andyellwood delk lol i was sure id wake up to more of a response than this halfthought auto tweet hope you made it out",negative
"americanair another customer non service from you if we waited for you to solve the problem we would miss the funeral you suck",negative
"americanair another day another grievance with this airline no customer service",negative
"americanair another generic response guys cmon youre terrible how about an actual helpful person not all the rude employees at lax",negative
"americanair answer the phones trying to change a reservation and havent been able to get a human to pick up in two days",negative
"americanair any hints to get through to and stay connected with you to rearrange weather relate flightd cancelled flights hours in now wnothing",negative
"americanair any idea on what the wait time is for refunds from usairways i was told a few days over the phone but its well past that",negative
"americanair any info for cancelled flightled flight 1046 tomorrow morning out of dfw cant get calls through to speak with anyone",negative
"americanair any reason why my 1463 flight to chicago is boarding and i still dont have a seat assignment seriously",negative
"americanair any ways to get through the 50 minute wait to book a flight",negative
"americanair appreciate your system is busy but when i call having your automated system hang up on me is not helpful",negative
"americanair are flights leaving dallas right now in maui trying to figure out how delayed flight 7 is going to be",negative
"americanair are there any travel advisories for toronto on today i cant access anything regarding international travel on your website",negative
"americanair are you a bot haha always same lies from you",negative
"americanair are you guys intentionally trying to lose customers and money",negative
"americanair are you ignoring me on purpose it was sad enough having your automated system hang up on me  sob ",negative
"americanair are you people cruel or just stupid why are you posting my personal email on the damn internet have u lost your mind",negative
"americanair arminrosen ggreenwald tell that piece of shit to get fucked ill fly exclusively with you for life",negative
"americanair arrived 10pm eastern had to deplane on the crjs airstairs to an icy tarmac valet bags sent to carousel so it was 1020pm",negative
"americanair as i already have a booked flight that i cant use amp cant change wo a 200 fee flight booking problems a different type of ticket12",negative
"americanair as of now will do my best to never fly w americanairlines ever again yall have made this a day to remember",negative
"americanair as your flight attendants are an extension of your brand bitchy flight attendants on 530 am flights are not appreciated",negative
"americanair ask your new colleagues usairways how they handled us 728 on 21 feb i expect to be made whole again check complaint inbox",negative
"americanair asked for a waiver of a change fee for flight booked win past 24 hrs rep was rude just told me no didnt even try to help",negative
"americanair at 5 am and have no clue if we have a place to stay or not",negative
"americanair at gate c11 your gate agents are turning paying customers away in favor of non revs",negative
"americanair at lax and your service reps just hand out the 800 number to call so thats not helpful",negative
"americanair at some point u need to tell passengers what is going on at jfk waiting to get on flight it is a mess",negative
"americanair attached original ticket flight number was 1672 isnt the experience i thought i would have terrible url",negative
"americanair back in uk now no thanks to your staff that wouldnt me or the other passengers stranded just laughed at us",negative
"americanair bad weather happens but lack of preparation is inexcusable depending on good weather is not a good business model",negative
"americanair bad weather happens but not being able to get through to a reservations rep for over 6 hours is just crazy frustrated",negative
"americanair bad weather is understandable but your own pilot said that over 160 people called out and that zero bags are on the plane",negative
"americanair bag has not yet been located again 5th time ive checked it how can tracking my bag be this hard for your system",negative
"americanair bag turned up no thanks to your useless callcentre and useless website",negative
"americanair barrettkarabis what a joke you can mail",negative
"americanair because you wont get our bags for us because you said they would go on to cincinnati even though we cant who exactly is",negative
"americanair because your planes toilet wasnt working and they needed gas this is flight 1081 leaving dulles going to lax do some",negative
"americanair been airpo 8hrs been told nothing by anyone until now your rep has said we are waiting for the mechanics to finish lunch",negative
"americanair been calling 2 different offices already and still no sign of my baggage first time on american air 6",negative
"americanair been calling all morning still cant get through i need to chge a flight that is this week",negative
"americanair been calling for over 24hrs now and getting no where but told to call back by the automated system is extremely frustrating",negative
"americanair been calling your for 4 hours to reschedule a flight to dfw due to weather and your wont even let me stay on hold",negative
"americanair been on hold for for over two hours after waiting 2 hours earlier cant get any info on my reservation how is that ok",negative
"americanair been on hold to reserve award travel for over 15 hrs now anyone home or is it a crazy weather issue url",negative
"americanair been on the phone for 47 minutessaid it would be 10 any advice",negative
"americanair been trying to speak to agent for 24hrs about my cancelled flightled flight but reps always busy how do i get ahold of you",negative
"americanair best planes in the business not aa5411 today url",negative
"americanair better do the right thing and take care of cowboycerrone or els youre losing business",negative
"americanair between your airline and united ive now spent three extra days traveling domestic and spent hundreds of dollars",negative
"americanair boarded flight 2334 at 830am now 1140 still sitting on runway lots o fun",negative
"americanair bring my fianc  meerikangas back to me",negative
"americanair britishairways 2 weeks ago today i arrived in miami and i still dont have my bag absolute disgrace",negative
"americanair britishairways trying to speak with an agent about my flight to london tonight but cant get anyone from aa can you help",negative
"americanair btr trained gate agts im a frequent flyer amp have nvr had issue wmy bag 2day i was forced 2 gate check while priority boarding",negative
"americanair but at least your automated message gives me info about your merger w usairways another airline i know to avoid",negative
"americanair but dont you worry delta took good care of me your loss their gain",negative
"americanair but not sufficiently sorry to actually do anything about it i guess your systems are presumably beyond reproach or reform",negative
"americanair but really can you dm me on here to verify if youve booked a hotel for our extra night here kinda unsettling to get a call",negative
"americanair but seriously if my cats dead im going to be pissedvery thankful because it is evil and wants my soul",negative
"americanair but the issue is were waiting on rampers to close the dooronly to waste more fuelamplikely to be told we need more fuelcycle",negative
"americanair but what i can always rely on when i fly usair or american is that employees will be rude and unhappy",negative
"americanair but when becomes about get money from the passengers are very strict but dont have any feedback as a reward",negative
"americanair but you called me and hung up",negative
"americanair but youre not sorry enough to compensate for either the extended time or cost difference to an alternate direct flight right",negative
"americanair by answering as fast as they can you mean hanging up on every call",negative
"americanair by far the best example of the worst company cowboycerrone",negative
"americanair by the time the 2 hrs passed before i got a call back the ticket was more it wasnt my fault yet i had to pay extra",negative
"americanair c2next would be great to get some help too ive been trying since last night to get through",negative
"americanair called last night after 10hrs got call back can i get a one day pass to admirals club im going to be spending 7hrs in dfw",negative
"americanair calling at 1am to tell me my flight has been rescheduled 12 hours late flightr than it was supposed be to seems like a bad solution",negative
"americanair can care less if youre without your bags for a day or a week ive been 3 stories in the last 3 hoursi want my bag",negative
"americanair can i get home before 12 or no",negative
"americanair can i get some assistance flight cancelled flightled today from phx to dfw not that im hating but my job is concerned",negative
"americanair can lie to you about where your lost bag is but we are suppose to trust them with our lives thousands of feet in the air",negative
"americanair can someone actually either call back or help me figure out how im getting home",negative
"americanair can someone contact me about my awful experience with american airlines this weekend",negative
"americanair can u help rebook passenger via twitterdm been on hold for 15 hours thanks",negative
"americanair can you",negative
"americanair can you add my ktn to an existing reservation its not letting me add it online",negative
"americanair can you connect me to a person without having to wait 2 hours on hold i still havent been able to resolve the problem",negative
"americanair can you please help youve now rebooked me incorrectly after flight was cancelled flightled please fix my flt to tuesday",negative
"americanair can you tell me where my luggage is i was on flight 1644 sna to dfw and my flight to mke was cancelled flightled so got rebooked to ord",negative
"americanair can you tell me why all flights from xna 2 dfw are cancelled flightled for tomorrow morning already",negative
"americanair cancelled flight my flight saying it is cause of weather condition when it was the only flight that was cancelled flight",negative
"americanair cancelled flighted flights now im rerouted and have over 12 hrs of travel but you will bump paying customers for non revs custserv",negative
"americanair cancelled flighting my flight today because of weather in dallas without being charged",negative
"americanair cancelled flightled flight from fresno then rebooked for lax now flight cancelled flightled again and its midnight with no more hotel available",negative
"americanair cancelled flightled two flights from miami to nashville yesterday and could not get me on a flight for 34 days southwestairwasthere",negative
"americanair cannot provide us alternative flight until 36 hours late flightr ruining our trip cancelled flightled angry problems ruined",negative
"americanair cannot understand how you are pa of oneworld all other member treat their customers fairly tcf oldplanes damageluggage",negative
"americanair cant get thru to anyone on phone",negative
"americanair cant help now as all seats have been taken there has to be a way to handle high volume of call days",negative
"americanair cant unload flight 3322 because jetway is broken steps planb waiting nearly an hour",negative
"americanair car accident on my way to the airpo missed flight from rno to dca trying to resched but your line has 2 hr wait",negative
"americanair change fee same price of new ticket not logical",negative
"americanair check on what our broken tablet see attached picture media filmcrew nbc cnn url",negative
"americanair checked in at des moines lay over in ord final destination austin texas baggage was only checked to ord",negative
"americanair checked in on app since yesterday confirmed upgrade amp carry on got to counter amp manager upgraded somebody else on my seat",negative
"americanair cluster continuesstill on connecting instead of directbag charged and seats not together shafted",negative
"americanair cnn nbsnewsr cnnbrk except you arent working with her americanair youve done nothing to help",negative
"americanair cnnbrk she tried they are not doing anything said they would talk to stewardess about serving drunks drinks how does that help",negative
"americanair cnnbrk they didnt address the assult or drinks spilled on her the drunk passenger had to have a wheelchair to get off plane",negative
"americanair come on i just want to go home i cant miss another day of work stuckinmemphis texasisclosed",negative
"americanair confused at the definition of a preferred seat i paid extra for one and got a regular seat with no legroom unimpressed",negative
"americanair cost me 1 day of vacation 350 and all i got was a rude woman tell me to go to another country and figure out how to get",negative
"americanair cost me over 200 dollars because flight was cancelled flightled and couldnt even give me a food comp fly jetblue delta they take",negative
"americanair could have voided the ticket since it was gt 24hrs since flight booking problems are you going to waive the fees still cant get through",negative
"americanair couldnt get anyone on the phone all day the flight you rebooked had me missing a conferencewe wont be on flt 1568 tomorrow",negative
"americanair cowboycerrone ratchet airway ",negative
"americanair cowboycerrone you apologise for his frustrations amp his disappointment but not your terrible service blameshiftoverload",negative
"americanair crew did the best they could but it was out of their control you only get one chance of a honeymoon amp you failed miserably",negative
"americanair cruel amp unusual to cancelled flight flight wo notice amp make someone stay on hold for 30min amp listen to the same ad in a loop",negative
"americanair customer service if you can call it that refunded my money",negative
"americanair customer service is terriblebeen waiting 6 weeks for a reply to an email not helpful at all and keep brushing off problems",negative
"americanair customer service provides no wiggle room to change flight without a 200 change fee southwest has always been accommodating",negative
"americanair customerservice sitting on my fouh plane today with a mechanical problem no excuses for this tough to be loyal",negative
"americanair death of a dear friend has me hea broken but americanairlines has me heated",negative
"americanair define sincerely your actions do not reflect what youre saying in a poor attempt to redeem yourselves on social media",negative
"americanair delayed aa3186 missed due to delay aa3186 new flight now delayed aa2401",negative
"americanair delayed flight six hours missed international connection extra night in a hotel and still have to pay for a 15lb surfboardbag",negative
"americanair delayed on the way to pueo rico and delayed on the way back to new york this is disgraceful",negative
"americanair delta maybe long trip late flight night amp queues at baggage claims in two terminals no good i thought i paid for it 50 instead",negative
"americanair delta rerouted 6 of my bags onto aa977 miacur how can i see if they made it onto the flight",negative
"americanair deplaned for the 3rd fucking time fuck you aa",negative
"americanair derekc21 hello any one out there have you forgotten me i need a luggage for ba your dropping the ball here ",negative
"americanair derekc21 i leave jaipur tomorrow back to dehli only in delhi one night we need to use our abilities to make magic ",negative
"americanair derekc21 to my surprise ba doesnt have me registered in the system i was getting hopeful lets step it up okay ",negative
"americanair dfw gate 16 to bmi agent seriously is beyond incompetent never flying aa again if can be avoided fail pathetic",negative
"americanair did you guys get rid of the functionality on url to put a reservation on hold for 24 hours i dont see it",negative
"americanair did you guys just give up helping people your phone tree just hangs up on me and i have a flight tomorrow connection pending",negative
"americanair disappointing lack of kindness toward this person the agent asked her counterpas why this person was talking to her",negative
"americanair dm me and i can explain the whole story i should have been on an earlier flight not us1937",negative
"americanair dm me your email address i will tell you my ordeal then you tell me what you think is fair",negative
"americanair do i have to even say anything over 6 hours on hold no one has ever sucked as much as you url",negative
"americanair do you have the phone number of a supervisor i can speak to regarding my travels today",negative
"americanair does doesnt",negative
"americanair does not know the meaning of customer service nightmare paid for direct flight bumped to dallas flight cancelled flighted terrible",negative
"americanair doesnt care about customers break your gear and tell u they cant do anything wsj latimes chicagotribune media filmcrew",negative
"americanair dogbuckeye no i was on hold for 4 12 hours 3 diff agents each w different information frustrating kept getting txfd",negative
"americanair dont merge with an airline that aint ready for prime time and book your elite flyers on it nothappy usairways needcoffee",negative
"americanair dont require us to memorize a fiveword phrase and remember it after we hear another six million options",negative
"americanair dont see response",negative
"americanair dont send me a tweet to cover your social media complaints how about sending me a message with a way to resolve custserv",negative
"americanair dont they already know isnt everyone sharing how nasty the food is its not even close to decent",negative
"americanair dont worry ill be sending a letter with what i expect from you for compensation i fly twice a week wyou guysfor now",negative
"americanair dont worry you wont steal my money again",negative
"americanair dropping the ball again no catering plane switch no gate attendant 2 hours late flight really nice",negative
"americanair duanenclark ever think about being prepared and bringing in more people does anyone have any business sense at aa",negative
"americanair due to gate agents i missed my connecting flight to mexico citynot a happy customer aa lets correct this",negative
"americanair edplotts dont bother trying to get anywhere with their customer service team either as take 2 months and counting to reply",negative
"americanair eleonora7 good luck ive been waiting a week",negative
"americanair elwoodblues77 im sure he understands the rules but you guys just have zero customer service staff your damn counters",negative
"americanair emailed aadvantage for status match still waiting cant wait to move from united but help me out here ",negative
"americanair emeyerson ggreenwald dont wait on a bag go to walma and get what you need for tomorrow morning",negative
"americanair employees are racist",negative
"americanair emrey35 but it says your agents are too busy and to try back late flightr",negative
"americanair emxlyy the wheel was broken when we got it we swear",negative
"americanair envoy airlines is a disgrace to the aa family nothing but delays and cancelled flightlations week after week",negative
"americanair err 2 hour wait time for the exec plat line",negative
"americanair especially during a death in the family and still no solution 96 hours and countingthanks",negative
"americanair even followed me but i still cant get them to answer their phones worst customer service ever customerservice fail",negative
"americanair even when i did get through no one knew anything about my bag this is ridiculous i still dont have my bag from saturday",negative
"americanair every time i try to call it tells me to try again late flightr and just hangs up",negative
"americanair expedia are killing me over 3 hours to get no human to help me",negative
"americanair extend n flight to bereavement 22nd i could have change fee dropped now told noworse day of my life badcustomerservice",negative
"americanair extra night we have to stay in san juan now how can i check on that",negative
"americanair extremely upset that your baggage handlers decide to go in my luggage and take my belongings",negative
"americanair face palm cannot believe the last 24 hrs 15 hrs of sleep and no and no and what you cant do",negative
"americanair file loctjycqh bag at airpo since last nitenot scheduled to get pu unt aft 8 why u shld b ashamed im disgusted wu",negative
"americanair filled out a baggage claim over the phone last night check the status to discover the rep confused arkansas for alaska  unamused ",negative
"americanair finally at final destination but not wo extra significant travel expenses amp missed work how can you resolve this experience",negative
"americanair finally called me back but hasnt spoken to me like the worst prank call ever",negative
"americanair finally got a call from aa but it was an automated voice that hung up on me i called back amp it says itll be 2 more hours",negative
"americanair finally made it to chicago 13 hours late flight did get a 12 food voucher for my waitabout 1perhr never again good bye",negative
"americanair fine would you have them call me i left a message was told it would be 2 hours for a call havent heard anything yet",negative
"americanair first flight is cancelled flightled been on hold for 4 hours need information and getting none help",negative
"americanair flight 1181 out of vegas to dfw cancelled flightled sunday and monday no whammie today",negative
"americanair flight 2390 delayed 14 hours no one at americanairlines counter can tell my husband that he will be on that flight help",negative
"americanair flight 2559 its been delayed every hour since 855 am",negative
"americanair flight 3487 delayed 1 hour because of pilots i spend 5 hours on the phone just to get an ep agent on the phone now this",negative
"americanair flight 45 jfklas first the catering was late flight the no push back crew 2hrs delay",negative
"americanair flight 4606 from mem to dca delayed 6 hours now holding breath while they keep me trapped 3 hours to deice scareair",negative
"americanair flight 65 delayed over 4 hours on 222 had no gf meals despite my early request attendant seat fell on my leg badservice",negative
"americanair flight 654 delayed flight 409 you sold my seat flight 0671 strand me in phx for three hours thanks for the memories  rage  triumph  confounded  astonished  weary ",negative
"americanair flight aa1119 cx to aa157 killing my layover still wanting breakfast im hungry get me to dfw",negative
"americanair flight aal65 declared state of emergency squawking 7700",negative
"americanair flight cancelled flighted 2nd time cant reach agent to reschedule can you call me",negative
"americanair flight cancelled flighted im trying to get to chicago what are me and justynmoro gonna do flyingflighttravel",negative
"americanair flight cancelled flightled and was trying to reschedule but 800 number just says to call back",negative
"americanair flight cancelled flightled website refers to 1800 the 1800 hangs up on me not autorebooked really horrible company",negative
"americanair flight delayed 3 times today due to flight officer 4333 from pit to ord 5 hour delay to date bademployeeproblem",negative
"americanair flight from dc to la not to mention fix the circuit breaker in our bathrooms because this plane is as old as me",negative
"americanair flight from phl to austin cancelled flighted headed to houston delayed now have to pay to rent a car and drive 3 hrs to austin",negative
"americanair flight home cancelled flightled today any way we can get another flight to nyc from texas 4 hour wait for a call back from airline",negative
"americanair flight us1562 from ric2dfw was cancelled flightled yesterday amp i was on hold w cust service from 610pm est4 hours no answer",negative
"americanair flight veers off icy runway at dfwairpo most dfw flights cancelled flighted mon url cowboycerrone figures right",negative
"americanair flight veers off icy runway at dfwairpo most dfw flights cancelled flighted monday flightaware says url",negative
"americanair flt 703 sorry scheduled at 545 phlmia a totally chaotic poorly addressed event sent to three gates in the night",negative
"americanair followed i tried to usairways record locator number gave me an error code",negative
"americanair follows the talent pm of bdsm porn site url new economy dungeon class coming url",negative
"americanair for my delay and you know what i get a we dont credit anybody back a supervisor who cut me off when speaking",negative
"americanair for our delays im out of more money because of you",negative
"americanair for the love of all that is holy if your automated phone system is going to give like 8 options give numerical shocuts",negative
"americanair for the past 55 hours call volume is so high that no one can take my call to cancelled flight my itinerary youredoingitwrong 12",negative
"americanair for tomorrow some sites show flight 1642 from ewr cancelled flightled is it",negative
"americanair for two days now i have been trying to reach americanairlines customer service to change my flight",negative
"americanair founately the window seat was a noshow able to scoot over and create space",negative
"americanair found out my flight tomorrow was cancelled flightled amp got in the queue for a callback 35 hours ago still nothing can i get rebooked",negative
"americanair from a service rep but that hasnt happened yet im honestly fed up and sick of this no notice when my flight got cancelled flighted",negative
"americanair from the rude ticket counter employees to forcing my wife on standby and then pushing her down the list it was a very bad day",negative
"americanair fuck you",negative
"americanair funny you should say that i have been monitoring since january 1st no change in availability fakeawards luvisbetter",negative
"americanair fyi twice now ive tried the well call you when someone is free thing both times it called i picked up then it hung up",negative
"americanair fyicall stilling getting dropped after an hour of continuous dialing attempted to cancelled flight online but not able to help",negative
"americanair gabriela in miami is a very rude employeeworking the mialga check in she made experience unpleasant customerexperience",negative
