@relation Tweets

@attribute text string
@attribute labelled_sentiment {positive,neutral,negative}

@data
"united new apple crâpe amazing live from ua really nice crew too americanair has biscuits ua needs them  url",positive
"southwestair on hold for  hours and then you hung up  cancelled flightled flights running out of daycare for our kids who are trapped at home",negative
"united call my work and tell them its your fault im late flight",negative
"southwestair why have you guys jacked up the prices after you said prices were going to be lowered smh",negative
"usairways i have been on hold with your gold reservations line for over  hours now flight cancelled flightled trying to rebook",negative
"united how much does it cost to check in an additional bag traveling from newark to glasgow thank you ",neutral
"southwestair thanks do yall expect to be operational tomorrow out of nashville",positive
"usairways we are on the pm flight fll to phl and then connection to man however with the delays we might miss it can we go earlier",negative
"united last night we waited forever at the gate because someone from corporate dispatch forgot to call the crew unfriendlyskies",negative
"united broken enteainment system on my  hour nyc flight terrible cabin crew service and online complaint form wont work hopeless",negative
"southwestair husband on hold  hrs got disconnectednew wait  min cant confirm res due to the fact he booked on line nuts",negative
"united ridiculous to fly outdated s anywhere much less btwn iah and sfo no power pos no wifi no personal enteainment toure",negative
"southwestair been on hold for gt minutes about my cancelled flightled flight still not talked to anyone and flight is soon what gives",negative
"southwestair hoping you answer the phone today",negative
"jetblue ceo weighs profits flyers chronicleherald registration url",neutral
"southwestair the last  times ive arrived lasairpo our gate has been blocked by a slow to depa plane leading to  min delays",negative
"united what if business as usual meant dropping the bully mentality and fostering inspiration for a greater business employeerelations",negative
"southwestair kind of early but any idea when dates through the first week of sept will come available",neutral
"jetblue i hear that the new thing in your planes are the flyfi how i can check if the flight that im going to take have it",neutral
"usairways your service has been awful in boston and i had to pay  extra dollars than i was supposed too i am very dissatisfied mad",negative
"southwestair im showing flight  delayed again would my boarding pass still be good or was my seat given away",negative
"southwestair cant update my flight online bc its been cancelled flighted twice already going on hour  on hold",negative
"southwestair guys for real ive been on hold for  hours including one hangup please have someone reach out so i can get my back",negative
"usairways great job today in ruining  peoples vacation thanks to your incompetent pilot and staff we have all now missed our flights",negative
"southwestair tried to rebook online but it says that i have to pay  for difference in price please help",negative
"jetblue please provide me your direct email for me to explain",negative
"southwestair cancelled flightled my flight out of bna today been on hold for an hour  angry  frustrated",negative
"southwestair beautiful thanks a ton",positive
"southwestair i need updates on my flights  amp  i have been on hold for over  hours",negative
"southwestair himy flight bna to lga was cancelled flighted this morning looks like other flights out of bna are taking off any chance",negative
"southwestair can you link the aicle where it says the routes and what times the routes are likely to be like tuldal pm  none",neutral
"southwestairsouthwest mobile boarding passes now available in ios passbook url url",neutral
"usairways almost  hours and coin now understand higher call volume but this is unacceptable",negative
" usairways its been cancelled flighted your sm response is slow",negative
"usairways i’ve had my flight cancelled flightled twice now and after  minutes of automated questions the phone just goes to a busy signal help",negative
"southwestair tried online and told i must call bc of modifications to my reservation been on hold for almost  hours",negative
"southwestair twitter outstanding customer service thank you",positive
"southwestair finally",positive
"southwestair trying to get through to cust relations is there another to use",neutral
"southwestair where should i fly by may rd plz advise",neutral
"southwestair has the worst customer service of any airline ive ever flown",negative
"united you know what the united club needs power moar power insufficient outlets for the roadwarrior ord",negative
"united thrilled to have my carryon checked against my will by two nasty gate agents only to see an entire empty bin when i boarded last",negative
"southwestair almost  hours on hold  hours of my life i cant get back thanks url",negative
"southwestair discount for three delays",negative
"jetblue to offer service from daytona beach to new york albany business review url",positive
"usairways cant even get on hold to wait to speak to someoneawesome",negative
"united didnt get her name she was not in our group she was sitting behind us think it was window seat  we only overheard",negative
"southwestair thank you",positive
"southwestair too bad im getting this memo your reservation contains modifications that prevent you from changing it online fusturated",negative
"jetblue is todays jetblue flight  nycgtbos delayed my app says on time and the website says its not",negative
"usairways thanks for the reply hoping everything is cleared up in charlotte by monday",positive
"usairways it takes a month",negative
"yes i url a repo in atlanta my bags are in charlotte nc  hours late flightr and still cant find my luggage usairways",negative
"usairways it was supposed to be a carry on and in pittsburgh coming to boston it was a carry on",negative
"usairways you need to contact me asap furious",neutral
"virginamerica book out of town with fares from way restr url url",neutral
"united nothing apparently ive flown w you  times in last  weeks and  of those experiences incl today were clusterfucks",negative
"jetblue whats the link for flyfi",neutral
"usairways how soon is possible i boarded the plane the st time at  am and it is now after  am and im still where i staed",negative
"usairways your chairmans phone is down what other number can i use",negative
"usairways americanair you make spirit look like the gem of air travel you havent handle this winter storm very well",negative
"virginamerica flying lax to sfo and after looking at the awesome movie lineup i actually wish i was on a long haul",positive
"united bad coffee but the juice is ok getphilz united terminal sfo airpo url",negative
"united why am i mot getting my refund",negative
"southwestair do you think the flights out of nashville will be cancelled flighted tomorrow",neutral
"southwestair do you not try to get customers to their destinations no help to get on another airline if you had no flights for  days",negative
"southwestair im an alist preferred customer and very loyal swa however your inflight wifi is no better today than it was  years ago",negative
"jetblue i have a internal bleed in my foot and i am flying next tuesday what should i do these leeds come randomly i",neutral
"jetblue cant view seat selectionchange seat for flight tomorrow can you look into this",neutral
"usairways please give tara g a pat on the back and praise she was very very helpful she is at phl member lounge",positive
"usairways thanks i hope i get to my destination",positive
"usairways well its am and just got an email that my am flight is delayedthats not right",negative
"virginamerica was wondering if you guys recieved my dm and were able to potentially respond asap",neutral
"united did not let me get on the iahhnl direct now weather delay for my sfo leg stop being reactive and be proactive",negative
"southwestair kudos to the rsw cs crew for rerouting pax to alleviate over sale due to down graded eqp  now ",negative
"southwestair trying to fly out of nashville tomorrow how is it looking",neutral
"jetblue no i am fine to fly haha they come at random with the hemophilia but what if i need extra assistance",neutral
"jetblue oh hell no im not waiting again to get hung up on after speaking to  rudeservice people",negative
"jetblue thank you miss you all so so much is this the link to the blog or has that changed",positive
"usairways i expect something more than telling me to see an agent to rebook my flight",negative
"usairways you have the ability to switch my flight to americanair but you cannot tell me where my bags are",negative
"usairways i did and its been a disaster you had me sitting on the runway only to bring the plane back to the gate smh",negative
"usairways no we havent because weve been in the same line at the service desk for an hr and  now in the same spot",negative
"usairways on your website and on your boards at logan it said it was on time so we went through security and got to the gate ",neutral
"usairways i got up at  am for a  am flight from bos to charlotte which i found was cancelled flightled once i got to the gate ",negative
"united filled in the form you sent the link to on  and then either  or ",neutral
"southwestair ive been on hold with customer service for over an hour can you help",negative
"southwestair ive been on hold for an hour now  as i type this ridiculous all i need is the link to the cha that has routes time",negative
"southwestair flight cancelled flightled reflight booking problems online has not worked on my second round of hold  hrs now any other options",negative
"jetblue my request has nothing to do with rescheduling but customer service has such a bad attitude today badservice",negative
"jetblue busy due to storm but customer service should always be on point more so now than ever getittogether",negative
"usairways no warm weather hubs means no mexico for us and i cant go anywhere else since you lost my bags i hope you attempt to rectify",negative
"usairways no kidding oy",negative
"usairways thank you for blowing my vacation couldnt get me anywhere today to make my reservation and also lost  bags of mine",negative
"usairways been trying to talk with a dividend miles rep for  days now i have been holding for over  hours each day what are my options",negative
"usairways and it still says its on time on your website btw",negative
"usairways your customer service is horrible",negative
"united gold star for united change my flight miss all connections but cant accommodate me until a much late flightr arrival timenot happy",negative
"uniteds firstclass cockup",negative
"united all day travel swag ijustwanttosleep",neutral
"united thank you for the new club at ohare very comfoable you made the difficult weather days proficient and enjoyable",positive
"southwestair have you considered adding the well call you back when we have someone free feature to your suppo line",negative
"usairways this is dating back to nov i have been sent back and foh between you and edreamsen its a disgrace",negative
"usairways will do hoping for a voucher for a future flight optimistic",positive
"usairways i didnt even leave the airpo and you sent  of my bags to philadelphia",negative
"usairways thanks for the info but have been trying for over hrs and no luck flight dep today need  change  tomorrow or thursday",negative
"usairways tried twice today on hold for  min each time i have things to do so cant live on hold dealing w your customer serv failures",negative
"united sat at airpo for  hrs still sitting at gate sigh",negative
"united actually we did not consider she might have made a mistake she did not complain beyond that she indicated it on her reservation",neutral
"southwestair injured at check in yesterday u told me to go to dr on hold with swa for over hour trying to talk with someone suggestions",negative
"southwestair trying to get through by phone to confirm that funds from a cancelled flightled reservation can still be used in the future can u help",negative
"jetblue ellahenderson omg wish i had a flight today haha theres always next time have fun at lft",positive
"usairways to arrive the plane im sitting on needs to take offwish someone would tell us what the holdup is",negative
"united thats the gist of what the flight attendant told her",negative
"united btw is it true you have to remind flight staff after checking in even after indicating meal prefer on your reservation ",negative
"united what took me aback was the response by the flight attendant who put the responsibility squarely back on passengers shoulders ",negative
"united no but u cld explain how such a disorganized and inefficient company w surly and obviously unhappy employees stays in business",negative
"southwestair got it thanks any insight into what will happen tomorrow",neutral
"southwestair any chance of adding laxgtjfk direct any time in the future",neutral
"southwestair thank you i was given this same reply  years ago can you direct me to an area i can learn more about the improvements",negative
"southwestair just disconnected my call after  hours without even speaking to me octaviannightmare",negative
"jetblue she was a phone agent pls do peggy was pleasant informative and delivered  star ️ star ️ star ️ star ️ star ️",positive
"jetblue hopefully next time can i send you my future itineraries so the next one can be planned when im there  joy  joy ",neutral
"usairways flight  fro orf to phl",neutral
"usairways the phone line disconnects how can i be in the queue to be answered when the phone line simply disconnects when i call",negative
"usairways want to bump up my seet to first class for two cancelled flightlations in hrs what a joke",negative
"united jsumiyasu i am thankful to the united ground staff who put me in the last seat on the last flight out home late flight is still home",positive
"united i appreciate the follow up",positive
"southwestair ive been on hold for an hour amp a half trying to change my flight to bna not very happy with customer service right now",negative
"jetblue got flight reschedule to flight form pit to fll and our flight had mechanical problems so we were delayed an hour missed my connect",negative
"jetblue well lucky i only fly jbi guess i would be even more squished on any other airline  disappointed ",positive
"usairways still crickets from customer service",negative
"united we rebooked but casleah and i had to split up and take different flights because a pilot ran out of hours frustrating",negative
"united no worries about the tweets we all should do what we can to make sure we as in your tag line fly the friendly skies",positive
"southwestair great job looking forward to my next trip being able to use this new feature",positive
"southwestair any update on flights in to bna today",neutral
"southwestair damn weather messing up everything serenitynow",neutral
"southwestair could you tell me if any upgrades are available on a flight out of stl tomorrow morning",neutral
"southwestair disappointed with customer service right now my flight was only one cancelled flightled at my airpo amp now im losing  days from trip",negative
"southwestair been on hold for over an hournot cool you guys",negative
"jetblue should i continue",negative
"jetblue ok great thanks i had a great flight fyi im excited to fly again i just was frustrated i was not able to check in",neutral
"jetblue i do not want to deal with your customer service agents with no practical knowledgeprovide me with a direct contact",negative
"usairways hundreds of people in line and less than half the desks being manned at clt help",negative
"usairways why is there no contact email for customer complaints",negative
"usairways now i am probably going to miss my connection in charlotte so i will have to drive home for the funeral",negative
"usairways flight  from jfk to charlotte then  from charlotte to birmingham  previous flights to hsv were cancelled flightled",negative
"united flyanaofficial pleasantly surprised to find ana has made major upgrades on their transpacific route in flights planes and service",positive
"united step  cancelled flight flight step  dont notify customer step  charge them for food while they try to survive their wait brilliant",negative
"united i need my confirmation number can you give it to me",neutral
"united besides no small degree of selfinterest we take that route several times a year amp would hate to be in that situation",negative
"southwestair great job with the passbook integration it’ll really help streamline the commute to san fran  blush  coffee  calling  airplane ",positive
"southwestair i need to reschedule a flight and ive been on hold for almost an hour this is ridiculous is there a best number to call",negative
" southwestair condescension must be a quality your co rewards your tone reeks of it",negative
"jetblue unfounately no but hoping i can catch one sometime in the near future",neutral
"jetblue why is my flight delayed  hours this is insane every other flight has made it to nyc",negative
"jetblue ellahenderson ah wish i was there good luck",neutral
"usairways just contaced eyewitness news about the ripoff the cancelled flighted now they want me to pay",negative
"usairways how can i change without penalty and not have to call customer service",neutral
"usairways when i call it says yall are too busy and to call back late flightr this is terrible customer service what will you do about it",negative
"usairways they charged me for a flight they cancelled flightled unbelievable and unheard of",negative
"usairways i was completely ripped of by us airways today never fly this airline i am contacting my local news",negative
"usairways i cant believe that you would refer me to a number no one seems to be getting through really i need help asap",negative
"virginamerica still waiting to see starryeyesdev  disappointed ",neutral
"united feck guys stop cancelled flightling flights from ewr to ric the weather is fine i both locations",negative
"united ua has been rolling out improvements too we think hoping theyll catch up soon meantime ana is our preference",neutral
"southwestair frzz",neutral
"southwestair youve got a mess here at dtw but your staff is doing great",positive
"southwestair challemann flying to lga in the dead of winter jvstatus ewr amp jfk is always the intelligent option",negative
"usairways i need someone from management to contact me i was flying to a funeral wont make it now to add to my pain they want me  pay",negative
"united dropped off a luggage at iad over  months ago for repair from damages havent heard anything about it since when do i get it back",negative
"united thats what i thought thanks for the clarification",neutral
"southwestair no flights out of nashville today are you kidding me why are other airlines flying and youre not so frustrated",negative
"southwestair i am but it says yall are sold out me amp my coworkers would need to get out first available",neutral
"southwestair im trying to change a family vacation due to measles outbreak and havent been able to get anyone on the phone any help",negative
"usairways amp there are seats together they just have fees seems if im taking a am flight the least you can do is wave the ",negative
"usairways im researching a flight amp noticed a small issue wclass of service between your site amp other sites could reservations help me",neutral
"thx stand by united rajuchinthala i know its frustrating and i do appreciate your patience while we try to get you on your way jh",neutral
"united roundtrip tickets to nj are dramatically cheaper through virgin pretty pricey via united can you match them",neutral
"southwestair i also find it ridiculous that ive been tweeting to you since  am est and have still received no response  hours",negative
"southwestair thanks yes i got through biggest frustration is that im no longer able to check in online for my flight after  cancelled flights",negative
"southwestair why are flights still getting out of logan now you couldnt manage to get one out at  am when it wasnt snowing",negative
"southwestair mins wait on the phone with no option for a callback finally had to hang up because my phone was dying customerservice",negative
"southwestair landing early morning bwiairpo after snowfall url",neutral
"southwestair and thanks",positive
"southwestair sure fhkte am scheduled to leave this weekend but need to push to october",neutral
"southwestair its all good flight eventually took off and landed safely oh and i got the free cup o wine thx",positive
"southwestair i noticed the rates increased a few days ago or the promotion ended any idea when another promotion will be coming thanks",neutral
"jetblue and they are telling me i got to get another hotel and foodso spend more money because you guys made me miss my connection",negative
"jetblue already spent  to stay at hotel last night due to you guys rescheduling my flight since my cancelled flightation ive spent almost ",negative
"jetblue seems very likely",positive
"jetblue they are rude and unhelpful they suggested i catch a flight tomorrow i was supposed to be home today at  am and work is waiting",negative
"usairways crew keeping safety top of mind in clt url",positive
"united i was denied use of a rear facing car seat on ua an erj can you confirm the actual policy",negative
"united you better hold my flight to tucson  just landed in houston after an hour delay for some minor computer problem",negative
"southwestair thank you twitter says i cant dm someone unless they follow me can southwestair follows my twitter",negative
"southwestair the  is sold out too",neutral
"southwestair myself and  others",neutral
"southwestair can you follow me flight cancelled flightled cant rebook online been on hold for  hours would love to dm flight info thank you",negative
"jetblue i didflyfi worked well and was free aboard this flight",positive
"usairways i booked a flight yesterday but didnt receive an email confirmation and i my dividends number isnt registering please help",negative
"united thank you and next flight to durango then driving to farmington new mexico for work but hitting the slopes in durango",neutral
"southwestair finally integration w passbook is a great valentine gift better then chocolate flight you do hea me",positive
"southwestair gruber finally",neutral
"southwestair you guys are awesome dontchangeathing luv",positive
"southwestair karen with customer service was very helpful thank you for providing one bright spot in a frustrating situation",positive
"southwestair twitter says i cant dm someone unless they follow me can southwestair follows my twitter thanks you",negative
"jetblue tough choices but i did all simultaneously as a business traveler best experience in a long time wishmyflightwaslonger what",positive
"jetblue thanks great service in t already lovejetblue",positive
"usairways i left my sons duke hat on flight  last night it says mason on the back any way of locating it thanks in advance",neutral
"usairways will my known traveler no transfer over from americanair when i check in at t as an aa elite i can get choice seats",neutral
"southwestair is having a sale im delighted",positive
"southwestair about time thank you",positive
"virginamerica morning if i have a question regarding elevate points amp flights can i dm you",neutral
"united confirmation number njvbp all i need is email confirmation of flight from nyc sfo feb ",neutral
"united is changing its mileageplus program winners and losers url airline travel loyalty rewards",neutral
"united brandi zabsonre in denver deserves a raise for bringing delight into a terrible travel situation big ups url",positive
"southwestair notpghtimothy no exceptions for national awards",neutral
"southwestair any idea on flights to nashville tomorrow being clear or cancelled flightled",neutral
"jetblue been dealing with a cancelled flightled flight since last night amp was booked to a  flightwouldve at least liked to see ella perform lol",negative
"usairways any tips on getting a hotel that your airline wont get for any of us even though we were told that wed make our flight",negative
"virginamerica are there any sign up bonuses to enroll in elevate",neutral
"virginamerica just got on the pm in newark home to la your folks at ewr are incredible letsgohome",positive
"united i somehow think im going to be stuck paying for a hotel room in denver without winter clothes on my dime i guess well see",negative
"united i normally ask people to put on headphonesbut not toddlers maybe planes should have a kid section near the back ",neutral
"united of course i need help ive been dming you ladies and gents all day your only solution is hope for the best and lax",negative
"southwestair hi thanks do you have an exact link to that specific page on your site you can share or is it under flight status thx",neutral
"jetblue huge fan of great brands and people doing great thingsyou guys rock happy to share the love",positive
"usairways missing my reservations due to a cancelled flightled flight make it right by giving me first class tomorrow make your customers happy",negative
"usairways its not a consolation because my bags are somewhere else which is a real impediment to me going on a different vacation",negative
"virginamerica my group got their cancelled flightlation fees waived but i cant because my ticket is booked for  your reps were no help either  rage ",negative
"southwestair luv ya too i will sing a song for yall when i finally get on that plane back to nashville lovesouthwestair",positive
"united my mothers flight was delayed from phlord were on our way to n and the gate refused to upgrade a platinum blegh",negative
"united is late flight again everyone braved the weather and  passengers are waiting for a flight crew really",negative
"united miserable trip lost bag sat found mon lost again shipping nd day ground tues might have it for return flight home",negative
"united spending the afternoon mia not your fault no lounge very inconvenient",negative
"united costumer service sucks waiting for a week for a response",negative
"united is there a way to get a copy of febs edition of hemisphere",neutral
"southwestair trying to add my dog on the flight but cant get through",negative
"southwestair i need to request a refund on my flight that was cancelled flightled this morning due to the weather",negative
"southwestair thanks a ton",positive
"usairways issues are not with people who r nice or storm emails with wrong phone numbers auto rebooked flights to non connecting cities",negative
"virginamerica my flight  scheduled for pm depaure still says on time but no plane at gate any update on how long of a delay",negative
"southwestair thank you someone finally answered and was able to change my flight that was cancelled flighted bc of ice thank you for response",positive
"usairways cust serv reps who are unable to change reservations in your system check in unaware of cancelled flights that i got word on night before",negative
"usairways is there any way that you could hold flight  in clt my husband is stuck in the security check line flight scheduled for pm",neutral
"united when is my plane coming been delayed for almost  hours no plane",negative
"united not fast enough no excuse for service between big hubs to have such outdated craft southwest has wifi this is awful",negative
"united thankful for great service in newark seats fixed and i was seated with my daughter fab landing in fo myers",positive
"southwestair always when i fly sw loyalrrmember",positive
"jetblue ceo battles to please wall st and flyers from nzherald url",neutral
"usairways i believe you but in all seriousness whats an acceptable time i should have this expense on my name that wasnt my fault",negative
"united is there a direct number to call to request a refund its telling me its not valid as i changed the ticket no number on site",neutral
"southwestair or you could send me a dm",neutral
"southwestair i am following you now i dont think i can dm until you follow me",neutral
"southwestair flight cancelled flightled out of bna do i have to reschedule now or can travel funds be put back into my account for future use",negative
"southwestair are you kidding me i needed help yesterday im now landed and waiting for my connection never will i fly southwest again",negative
"southwestair can i have my bags back ding",negative
"southwestair yeah bruh its bool yall niggaz just need to hire some more workers or something cause next time imma be forced ta disrespect",negative
"jetblue as much i have paid in fees plus hotel and food because of your changes i could had flown with a more reliable airline nojetblue",negative
"usairways travelling from pwm to atl on sunday that flight got cancelled flightled and my new flight is cancelled flightled and got disconnected when reflight booking problems",negative
"virginamerica mood lighting on point raised_hands  reclining my seat kickin up my feet zzz ",negative
"united nearly  hours late flightr and still no idea where it is i will never fly united again if i can help it",negative
"united  had wifi broken on plane had same outage on  on friday how can southwest get it right on every plane but united cant",negative
"united wifi onboard  far superior in pricing and performance userperceived bandwidth and late flightncy to recent gogo experiences",positive
"united second day amp attempt trying to leave iad amp im on another plane delayed for mechanical issues over an hour delayed",negative
"southwestair followed",neutral
"southwestair worst customer service terrible attitudes i dont care how big a storm your employees need an attitude adjustment",negative
"jetblue how do i get a copy of my last flight showing original time and delay i need it for work thanks",neutral
"usairways its be nice to take a flight and have some level of consistency service from the flight attendants quality control",negative
"united just played the most bizarre safety video ive ever seen url",neutral
"southwestair bernhardtjh i did eventually get through but that flight cancelled flightled decided to drive but gave up holding to process refund",negative
"southwestair already rebooked for tomorrow fingers crossed",neutral
"jetblue okayyyy but i had huge irons on way out promise no shenanigans",neutral
"southwestair please send me a number to call to talk to a person and not be put on hold",negative
"southwestair flt  from buf to mco conffgkxv please also look into reimburse for car count that i had to cancelled flight",negative
"southwestair almost  hours on hold now i just need to cancelled flight a flight and get a refund other airlines are operating",negative
"southwestair you need to be more accommodating to your loyal customers not happy now",negative
"southwestair yes thank you oct oct ",positive
"usairways americanair what a joke of a company today reminded me why i never book with you",negative
"usairways i had exceptional service on flight  from ind to phx",positive
"united giving up on your direct flight from iah to honolulu rd attempt in  years rd delay  meal voucher wow customer service",negative
"southwestair the person i talked to couldnt do anything not normally available online other than the no charge pa",negative
"southwestair can someone help me set up a callback today",negative
"southwestair how about when there are cancelled flightlations you just have a link to rebook like you did for initial storm issues",negative
"southwestair there really should not be guidance to call via phone if you are that back logged i could have done it online in  minutes",negative
"southwestair no had to rebook my flight myself and am about to board in bham",negative
"united nynjairpos only at newark can you land  minutes early but lose all that time waiting on tarmac for a gate",negative
"southwestair no worries we got thru eventually i was just curious best of luck to you dealing with the weather",positive
"southwestair not terribly inspired to call customer service in the future now",negative
"southwestair also they said they couldnt even book the flight they were having to put me on hold amp have someone else do it",negative
"jetblue glitches on website re flight booking problems travel amp checking in nothing between ur site amp the airpo was communicated it was a nightmare",negative
"usairways no i missed the funeral so i had to take a train back to newark",negative
"usairways what is the baggage allowance on flights from glasgow to the us thanks",neutral
"virginamerica really wish youd fly out of fargo fargoairpo those fares are amazings",positive
"united stay warm i will be passing through chicago next week",positive
"united the refund request functionality on url is brokeni get a time out error",negative
"southwestair in my  years of flying i have never been so pissed off to many incidents for just one flight",negative
"southwestair heard apology  times in the gt mins i was on hold now flying from another airpo at a different time but delayed again",negative
"southwestair happily but you need to follow me in order for me to dm you",neutral
"southwestair i willmake sure to tell everyone i know about this all around horrible experience i will also post it on my business page",negative
"southwestair and currently as im bringing my  year old to the bathroom im being rushed by the flight attendant",negative
"jetblues new ceo seeks the right balance to please passengers and wall weyburn review url",neutral
"usairways please hogs my next flight for me im waiting on a bus to get me off one plane so i can run to the other it leaves in two min",negative
"usairways fabulous thank you so much looking forward to taking to the skies with you ",positive
"usairways we r rebooked got conflicting info abt baggage y no extra plane batteries on hand y no comped admirals club for  hr wait",negative
"usairways dont tell me that tell me what i can actually do to reach someone i dont mind being put on hold but it wont even do that",negative
"virginamerica can you give me silver status for  months",neutral
"southwestair i absolutely will where can i send it",neutral
"southwestair no worries youre doing the best u can already cancelled flighted my biz trip still luv you rr ",positive
"jetblue if my flight says delayed with estimated depaure listed can i arrive at airpo late flightr",neutral
"usairways please hold  i can see it just cant get off my first plane quick enough",neutral
"jetblue was just at t a little over a month ago jetblue you guys are great thanks for everything",positive
"jetblue figured but delay is listed at almost  hrs thanks for being great cheers",negative
"usairways then why did my whole team be able to put there carry ons under the plane",negative
"usairways customer service at its finest",positive
"usairways no speciifc email  character limit for complaints is aaus customer complaints adopting the twitter model",negative
"united doing a good thing holding flight for a few for  peeps on late flight connecting flight well still make destination on time",positive
"united q just purchased ticket to hawaii for trip in late flightmarch does this mean we will acquire miles based on price or distance flown",neutral
"southwestair hey swair a very toured boarding on flight  due to one gate agent having to board assisted folks one at a time",negative
"southwestair i understand a delay but to be stuck on the plane longer than the flight is unacceptable",negative
"usairways and americanair  days of cancelled flightations i have driven to  airpos in  different states spent more on gas than my flight",negative
"united yall tried it with this little bitty plane flying out of boston i hate little planes",negative
"southwestair is there a problem with the website i tried making changes w the app and the site but got unspecified errors",negative
"southwestair paytontaylor i love southwest and payton taylor",positive
"southwestair rdu flights expected to be ok this afternoon and tonight",neutral
"southwestair super disappointed today first time weve had to stress and now book a flight on another airline while at the airpo",negative
"southwestair they put me on the next flight available tomorrow morning any idea if bna will be open in the morning for my flight",negative
"jetblue roxydigital good i want extra peanuts on my flight then lol jvmchat",neutral
"jetblue jayvig yes great realtime example thanks for being awesome jetblue jvmchat",positive
"jetblue alittle more money to book our flights were  way there ",neutral
"jetblue roxydigital haha you didn’t disappoint well done jvmchat",positive
"usairways thank you i tried that and they said they didnt have it anywhere else to try",positive
"usairways americanair best u could doi might get my refund within  billing cycles months of u guys asking for another chance im done",negative
"virginamerica thanks yall have some of the best customer service left in the industry",positive
"united u lost my bag and would not refund my bag fee does that make sense to you and yes i already called cust svc they said no",negative
"jetblue jayvig i like the inflight snacks im flying with you guys on  jvmchat",positive
"jetblue jayvig roxydigital awww r to the t realtime appreciation from jetblue rockingthetweets jvmchat",positive
"usairways how is your gate agent gonna tell me my flight is on time when its  minutes past depaure time and the previous flights plane",negative
"usairways this is the aforementioned pilot americanair sure you want to merge with these patron hitting hoodlums url",negative
"usairways my flight was but i left my phone on the plane or the shuttle ",neutral
"united on a good note the  employees i encountered newark were fabulous i was very late flight for my connecting flight and they got me on",positive
"southwestair the woman working the counter in philly at  this am needs to be fired due to bad weather i along with other passengers",negative
"southwestair was earlier for reflight booking problems flight im on now didnt get a screencap just said unspecified error and to call swa",negative
"southwestair buying early bird was pointless you moved me to a diff flight bc first one was delayed so i lost my boarding position",negative
"jetblue vegecomgirl for me it’s not until ",neutral
"jetblue well i try see you soon jayvig",neutral
"usairways haha that will indeed be a great day",positive
"usairways i want my money back now were sitting on the runway after a  hour delay waiting for the baggage to begin loading",negative
"united with karen and found her unhelpful and rude called united at the time amp told she could board but karen would not accept",negative
"united she has crossed  prior times with other carriers and no issue karen was rude untrained and unhelpful i also spoke",negative
"united nexus confirmed that at any crossing via air car or boat she can travel with only nexus",negative
"united  employee yelled at her  employee stood with others whispering and pointing at her from behind counter",negative
"united  refused boarding with nexus nexus confirmed she should not be refused",negative
"southwestair ive had on an airline everyone else has been great but she soured the whole experience for me hope shes not there next time",negative
"southwestair thanks got put on the am flight tomorrow dont have much faith itll get off the ground tomorrow though",positive
"southwestair i think im shot cant find a flight that arrives before business san on thu really want to go too",negative
"jetblue  days maybe",negative
