@relation Tweets

@attribute text string
@attribute labelled_sentiment {positive,neutral,negative}

@data
"jetblue looks like their inflatable car seats got left on the plane so i guess theyll be back sometime savethoseseats",negative
"usairways wheres my bag you called at noon promising it today would like an update like your website promises i need that bag",negative
"usairways what is wrong in boston why are only your plains not leaving tonight son needs to get back to state college pa",negative
"united is an airline where you pay extra to get a better seat but by the time you board your overbooked flight theres no overhead space",negative
"united yes but unbelievable should have a free fare lock",negative
"united great customer service again thanks",positive
"usairways my frustrations are the result of multiple experiences late flightly currently lost luggage i want to talk to a real person",negative
"southwestair 8fkqw is the conf thanks for the reply",neutral
"united jsumiyasu i am thankful to the united ground staff who put me in the last seat on the last flight out home late flight is still home",positive
"united i have 8 flights with you in the next two weeks lets make some good memories",positive
"virginamerica they were very understanding and helped me out thx comps",positive
"southwestair sort of but im arriving a day late flight and have to incur overnight costs in a connecting city not cool at all",negative
"united flightgotta make this connector",neutral
"americanair no other what should be valid circle pacific itineraries can be booked either always makes all us dest invalid 4 last leg",negative
"united awesome thank you very much for the help",positive
"jetblue has the worst customer service out of any airline company dontflythem",negative
"united thanks for not getting my businessfirst priority tagged bag onto my connecting flight at ewr despite a 2 hour layover nice job",positive
"united pedophile airline split myself and my 10 yr old daughter rows apart on flight 1254 to boston",negative
"usairways help it says the payment is denied but my money has been taken out of my bank ",negative
"americanair kudos to the crew of flt 167 today specially to carlton loved your new 767300 keep up the good work aa",positive
"united yes thx at 1035 landed at 920",positive
"virginamerica cant bring up my reservation online using flight booking problems code",neutral
"usairways hold time to book award travel from gold status 4 hours and counting 4 days of calling usairwaysfail americanair",negative
"americanair 12 calls in the span of two daysnone of which available to speak to someone you are un fin believable worst ever",negative
"southwestair flight 4110 mco to isp delayed any details on why",negative
"southwestair phlairport will flight 2155 that arrives at e11 be a penguin plane",neutral
"virginamerica hahaha 😂virginamerica you guys are amazing i love you guys💗",positive
"virginamerica i paid the premium to fly you across the country you cancelled flight my flight and offer no check fee or upgrade love sad face ",negative
"americanair flight was 2488 out of ewr stop at dallas then to la i need to be in la tonight",negative
"usairways seriously i should keep trying after seven hours that is your corporate policy usairwaysfail",negative
"usairways i need help about a ticket dm me",neutral
"jetblue this is awful flight out of jfk for our honeymoon is delayed again until 1225 am and we lost money on a hotel now delayforwhat",negative
"americanair thank you for contacting american the email address you have written to is an unmonitored account‿20150224 040520 0800wichita",neutral
"united i was not looking for the fare to be returned on the companion flight dont understand why an additional 200 fee was necessary",negative
"southwestair is that the same reliable system couldnt find my info and then said it refund my credit card ",negative
"united trying to change a flight booked just 6 hours ago but online system is charging me 200 fee per passenger could you please help",negative
"united sucks",negative
"southwestair will the daytona 500 be available on free tv",neutral
"united i see you guys are at it again amazing how one company continually makes mistakes yet fails to be held accountable for their error",negative
"southwestair the wait for the bags is longer than the actual flight",negative
"its on me jetblue thats not what you said last night though ",negative
"united i need it there before she lands so she can have the ewr baggage claim file to have it sent but the employee has not droppeditoffyet",negative
"united wasting time at baggage claim thanks to your dfw ground crew who checked my bag in without actually checking for space frustrated",negative
"united agent rick clifton in seahou told him my father is dying and needed to get my handbag on the cabin he did nothing shameful",negative
"americanair cant help now as all seats have been taken there has to be a way to handle high volume of call days",negative
"americanairif i miss saying goodbye to my friend cause of your crappy service i swear you will never hear the end of itamericanairlines",negative
"southwestair just added passbook support to their ios application finally i get to add them to my collection URL",positive
"jetblue or",neutral
"we all watched as the crew was escorted from the back to 1st class prebooked really united jenniferwalshpr your dissatisfaction is und",negative
"united no thanks took care of it when i called",positive
"usairways so i still need to stay on hold URL",negative
"usairways yet again your staff in philadelphia failed to send my luggage home with me alwayshappensthere angrytraveler",negative
"united frontier is currently offering their weather exceptions for this weekend when is united",neutral
"southwestair your wifi is angering me with its slowness",negative
"usairways my phone has been on hold since midght fkn 7 hrs of hold unacceptable",negative
"southwestair continues to prove to be the best airlines 💪",neutral
"southwestair for your loyal alist customers it should be easier to get help and bring resolution to issues with your rewards program",negative
"southwestair fyi the link in your baggage incident email redirects to a 404 on mobile the link auto changes on mobile desktop works fine",negative
"southwestair got it next time i will know about paying extra to make the a line",neutral
"united its kinda funny no worries",positive
"usairways should look into better service✌️",negative
"americanair i understand a bit of a wait but i called at 623 pm and didnt get a call back until just after 1100 pm thats not cool",negative
"usairways your flight attendants are all jerks 🐳",negative
"usairways thats understandable my issue is with creating a new flight without the personnel to do iti changed my plans to accommodate",negative
"southwestair no monkey business we luv swa mdw2mci homeandreadyfornexttrip URL",neutral
"united bags are still in houston since friday and still have not been reimbursed the baggage fee",negative
"united traveling with 3 young kids chose our original flights for a reason",neutral
"southwestair you have the worst service you cancelled flightled all your flights fll to phl all usairways flights flew stuck in fl 3 days done",negative
"united bwood wed prefer everyone hear our complaints amount your airline",negative
"usairways its pretty ridiculous that at phx sky harbor you have 4 employees working check in on a sunday afternoon 30 min amp counting",negative
"southwestair go franks105 go",neutral
"jetblue 2324 from orlando to dca and my awesome flight attendant is robert",positive
"southwestair nothing express about your express bag drop at phoenix sky harbor",negative
"usairways i just got hanged up on trying to get to an agent can you help",negative
"americanair how is hanging up on customers because of high volume customer service tried to resolve via dmstill waitingso bad aafail",negative
"southwestair great day in the air URL",positive
"americanair cut it put me on a flt tomorrow",negative
"virginamerica please come to minneapolis st paul",neutral
"virginamerica a brilliant brisk am in boston in cue for vx363 URL",neutral
"southwestair i am genuinely surprised you all dont upgrade people when you cancelled flight their flights or at least put them in a comparable spot",negative
"usairways im on the flight finally in the air not enough food to feed customers no movie or entertainment on a 5 hr flight",negative
"jetblue alright i hope my jetblue app is showing a change in my seats and online shows an a320 dont want any surprises",neutral
"usairways hey let flight 1874get to the gate hours late flight and no fate with dozens of kids on board",negative
"united whats your phone number customer service question",neutral
"americanair was put on hold for 55 hrs then got a call back at 1120 pm only to wait on hold for another hour",negative
"americanair thinks its a good cs to get everyone through the gate for flight 4275 then we wait bc plane not ready URL",negative
"united what exactly do you hang on this hook URL",negative
"southwestair appreciate yall getting the gate issue figured grr plenty open gates yet we sit and wait on tarmac",negative
"southwestair is there an email address i can send some thoughts to this experience was really not good amp i have some feedback",negative
"united for a fee",neutral
"jetblue really not acceptable just informed plane wont start chartering bus to take passengers to jfk",negative
"united if an award is no longer showing available could it possible become available again",neutral
"usairways who do i contact about my awful experience i had 21515 with usairways flight 713 bufclt",negative
"virginamerica i am in seat 4c and i cannot even open my laptop and i paid extra for this seat",negative
"jetblue thanks for your help jetbluesofly",positive
"americanair no vouchers 4 cancelled flighted flight due 2 weather todays issue broken tire no vouchers cause tire was broken by weather nomoaa",negative
"united so disgusted and disappointed with united airlines luggage policies and attitude toward musicians unacceptable",negative
"americanair my flight number is 3m 50",neutral
"americanair thanks guys got some sleep hang in there dfw with bad weather",positive
"united how much does it cost to check in an additional bag traveling from newark to glasgow thank you ",neutral
"jetblue i do follow you",neutral
"southwestair thank you ",positive
"united please fire the captain of flight 6232 today he single handedly ruined every passengers day by being a piece of shit unitedsucks",negative
"usairways cant get ahold of anyone to speak to about missing miles its been over a month since travel amp ive submitted twice online",negative
"southwestair not to mention i now have to sit in the airport for 4 hours youve ruined my trip i am not happy and want compensation",negative
"americanair tomorrows flight cancelled flighted i understand three hour wait for a call back and now 60 minutes on hold not cool",negative
"usairways have done that sadly no flight from clt has gotten to ind today and we head back to tampa tmrw",negative
"united i guess thats not the busiest route so based on trafficfuel costs regional jet is the decision but still not great 4 travelers",negative
"southwestair i willmake sure to tell everyone i know about this all around horrible experience i will also post it on my business page",negative
"jetblue loved the service from the staff at newark today ",positive
"usairways flight 604 thanks",positive
"united tremendous what would you recommend",neutral
"usairways americanair our honeymoon was delayed a day because a gas cap was not screwed on flight 1801 so frustrating",negative
"united no announcement re extra baggage find an empty bin down to aisle 20 back up with baggage to my seat row 7 your agents argueing",negative
"usairways oh the irony a dog who will not spot barking in waiting area is now right in front of me please send me a cocktail coupon stat",negative
"virginamerica thanks for gate checking my baggage on your full flight dfwlax 883 and giving me early boarding too sweet",positive
"united thats brilliant thankyou so much is it classed as part of carryon",positive
"united forces us to check our baby bag on overbooked flight complains to wife that we need to much for our baby united has no baby meals",negative
"united 4 people mci to del preferably with jet airways ewrbrudel segment anytime in december",neutral
"united lets do that can you email boarding pass",neutral
"virginamerica grand budapest hotel oscarscountdown",neutral
"united no i have a pricey chase mileage plus cc",neutral
"americanair kconti44 this looks like jfk had a great pic of the oneworld jets lined up on the opposite side air berlin lan and aa",neutral
"usairways still not in the air for deicing of plane ill miss connect but customer service was helpfulim hoping to catch the next flight",positive
"usairways we have no choice but to pay another 50 to go to the airport in the hopes that we will be treated better by a rep",negative
"americanair activealy thx we have already been on the iberia website and seat reservation is unavailable hopefully we can call them",negative
"southwestair fortunemagazine love u southwest youve always been helpful when i traveled a lot wmy son infanttoddler u were great",positive
"americanair usairways statement wasnt sent yesterday like jeanine said after i even called last night as well again excellent service",positive
"united why do you want me to be loyal if dont let me carry on my bag that easily fits in overhead",negative
"united ooh thanks",positive
"united to be clear on my luggage comment i am referencing the photo attached flight 6232 to jac URL",neutral
"usairways stuck in philadelphia airport for 32 hours due to maintenance dreading my flight back home disgusting",negative
"usairways can you help me add a aadvantage number and known traveler number to a reservation",neutral
"usairways truly been the worst experience this weekend delayed rerouted 3x now not boarding a 715 flight and says flight is on time",negative
"virginamerica its really aggressive to blast obnoxious entertainment in your guests faces amp they have little recourse",negative
"jetblue second incident of lost baggage i sent you a dm thoughts",negative
"united my luggage is set to go to dca however i am rerouted to dulles currently in nolo however bags are in houston can you fix this",negative
"americanair now on 5th plane of the day first 4 all taken out of svc scheduled dep 3 pm still on ground ord 1045pm",negative
"southwestair would be great if i atleast was next to my husband who is flying in the same reservation",negative
"americanair come on i just want to go home i cant miss another day of work stuckinmemphis texasisclosed",negative
"jetblue thank you guys you are the best 🙌✈️",positive
"united no chance i wait in ord all afternoon for another flight after you screwed me hold 5396",negative
"jetblue i did not report the updated info dont know how to reach them without a super long wait on hold at your main number",negative
"united ok thank you do you provide complimentary hotel accommodations since ill have to stay overnight",negative
"united worst flights ive ever had ground crew ignored our plane made me miss flight and now i have to cover the cost of a hotel den",negative
"southwestair flight 3267 n659sw arrives at flytpa following flight from mitchellairport URL",neutral
"united ruth was very helpful in rerouting us to punta cana when dulles connection failed other reps not so helpful",negative
"americanair many have missed connections already bc of delayed flight which will finally board soon",negative
"usairways americanair flight 849s four subsequent delays destroyed my travel plans this evening looking to resolve this matter",negative
"southwestair can someone rebook me please direct message me",neutral
"united any way to get a message to an international flight gate at ewr road conditions are horrible trying to get to flight ",neutral
"southwestair poisonpill76 im in same boat 8am flight to jacksonville get me out of here",negative
"usairways you should be prepared for weather all i want to do is find out if i can take train to phl to catch my connection",negative
"usairways thanks very much i got thru on the phone amp everything is fine just love the website amp app thanks for working on it",positive
"usairways that the flight was delayed amp closed the doors only to tell us we would not be leaving for an hour and a half bad bad service",negative
"united flyeia yes they said it took more than an hour",negative
"united is honestly ruining my fucking life right now never again",negative
"virginamerica love the team running gate e9 at las tonight waited for a delayed flight and they kept things entertaining",positive
"united its too bad ua has had another unforeseeable operational issue on my return flight",negative
"usairways what a disaster flight 3739 missed passenger count by 5 since it was done manually really",negative
"americanair i understand theyre busy amp doing their best my frustration is an automated call changing my flight wo allowing me to talk",negative
"usairways its not a consolation because my bags are somewhere else which is a real impediment to me going on a different vacation",negative
"americanair flight 1679 n76200 prepares for flight at flytpa before departing for fly2ohare URL",neutral
"usairways no worries your flight attendant took care of it",positive
"usairways thanks for making me check my bag when the space was empty and to the flight attendant for the dirty look URL",negative
"united what does delayed due to customer service mean for ua761",negative
"usairways flight 837 passengers stuck on plane in philly where is the gangway we cant hear the pilot",negative
"americanair anything in particular i should ask for will they want me to document my mileage plus status",neutral
"jetblue i can probably find some of them are the ticket s on there",negative
"united ua1469 just landed",neutral
"united comically on the return flight from ase there were two united flights boarding at adjacent gates and not clear which plane to board",negative
"usairways 42 minutes holding seriously if your average wait time is over 30 minutes then maybe just maybe youre understaffed",negative
"usairways saddens me that my first tweet ever has to be a complaint about customer service",negative
"americanair to my destination after waiting 2 hours and missing our second flight with them our luggage made the flight though",negative
"southwestair not terribly inspired to call customer service in the future now",negative
"usairways not impressed with your customer service everyone has been unhelpful and incredibly rude",negative
"americanair superyan i did not get any compensation after cancelled flighting my departure twice and made me missed my own wedding",negative
"southwestair my bags are on the way to chicago without me help i was confirmed for 2 flights and told there isnt room and im screwed",negative
"usairways been at dca at 5 pm still here at 3 am due to mechanical issues and lack of snacks on the plane absolutely worse experience",negative
"jetblue actually they said the fraud issue was never resolved but why then did they issue me a new ticket of the phone",negative
"jetblue rocking the tim mcgraw hold music",neutral
"virginamerica why must a traveler miss a flight to late flight check a bag i missed my morning appointments and you lost my business sfo2lax",negative
"jetblue was just at t5 a little over a month ago jetblue you guys are great thanks for everything",positive
"usairways or is anyone even responding to social media awful",negative
"southwestair is there anything i can do to get tickets for imaginedragons at vinylvegas it would mean so much to me destinationdragons",neutral
"united this is not what captain said your 820pm flight to san francisco is delayed due to weather ua1416 now departs failagain",negative
"usairways we were moved to a delta direct thank you for the accommodations",positive
"usairways my friends at kphl were told by your rep if it were me i woulda just gone home this am and tried again tomorrow 12",negative
"usairways aa gate supervisor emplid 600117 allowed flight aa67 to leave jfk to sj on 20feb15 wo 8 customers that made final boarding call",neutral
"virginamerica you stink flight cancelled flighted from psp to jfk and no notification or ability to rebook disappointed expected better",negative
"jetblue what can i say im lostinlove wour brandmance URL wemosaictogether mint love",positive
"united did our bags leave washington yet that would be convenient seeing as we left there a day ago unitedairlines lostluggage",negative
"united done as requested",neutral
"southwestair real sincere apology makes my day glad to know flying mail is more important than me never flying sw again badservice",negative
"americanair flights cancelled flightled website says to call phone numberphone says to check online how am i supposed to get some help",negative
"usairways and if the flight is full",neutral
"“united robcnyc see information on our boarding process URL kp‿ i get group 1amp2 just no reason on 35",negative
"united is the worst worst reservation policies worst costumer service worst worst worst congrats delta youre not that bad",negative
"americanair i understand weather is not your fault but ur cs reps are atrocious i am not happy nor will i evr fly w u again",negative
"usairways hutchinsjim yes i made the flight and got my workout in too",neutral
"americanair flight 236 was great fantastic cabin crew a landing thankyou jfk URL",positive
"usairways well i did miss it but gate agents had rebooked boarding pass waiting when i landed time for lunch amp a beverage easy cheesy",positive
"united spoke to someone on your feedback line last night who said she would get me a preferred choice seat for today",negative
"usairways have scheduled flight sat2morrow choclt cho needs to be added to weather advisory please evaluate asap",neutral
"southwestair ive been on hold for 3 hrs now waiting to talk to someone with a pulse to get my cancelled flighted flight rescheduled is this sop",negative
"united again i ask who can i call to get this fixed tweeting me bs questions to stall only makes things worse phone number please",negative
"jetblue tsa jetblue never disappoints ",positive
"jetblue come on already delayed 2 hrs on flight 1415 as we waited for the pilot to come from boston now you reassign him endless trip",negative
"united ill stick with my united flight thanks though effort is much appreciated",positive
"southwestair teyana taylor performing medusafridays 227 free till11 URL URL themenofbusiness",neutral
"united sorry wrong link for the bag URL thats the one i meant",neutral
"usairways your gate team are polite but your planes are habitually late flight in many cases passengers are waiting for the flight crew",negative
"usairways customer service fail todays experience will ensure i do my best never to utilize you again",negative
"americanair you could only get us on a flight 30 minutes before the funeral starts were stranded in dallas wo luggage for 2 days",negative
"southwestair holding us hostage for about an hour with no updates if they are taking us to ny or not whats going southwestair",negative
"americanair airport snow removal method 22",positive
"americanair hi do you have a phone number to ring from uk regarding claim for our late flight flight departure claim amount agreed just had no",neutral
"southwestair are you kidding me i needed help yesterday im now landed and waiting for my connection never will i fly southwest again",negative
"americanair thanks they did not charge anything in the end so all is good",positive
"southwestair jumped the gun a little cancelled flighting our flights no other airline is cancelled flighting out of louisville youre ruining my vacation",negative
"united ok thank again for your help",positive
"usairways if you are going to make me wait in the phone for a long time can you at least turn off the ads they are eating away at my soul",negative
"usairways i dont think ive ever had a us airways flight that went smoothly",negative
"yes but i will nvr fly w usairways i missed my con flight bc of a coffeemaker on ft1892 couldnt see my father be4 they put him in a coma",negative
"jetblues ceo battles to appease passengers and wall street waterbury republican american URL",neutral
"united he is so excellent and so reliable happycustomer",positive
"southwestair thanks will do",neutral
"united thanks we filled it out hows our luck with this is it common",positive
"usairways yes i am as well five hours on hold folks can you please tell me if this is typical trying to be understanding here",negative
"jetblue ok and in dominican republic what numbers",neutral
"united in ethiopia adopting a child need flight home from add to grr late flight 227 or very early 228 need to change existing reservation",neutral
"usairways been on hold with reservations for over 30 min already worstairline",negative
"jetblue come on and provide service from destin fort walton beach airport",neutral
"united phone",neutral
"usairways i have been trying to get through to a representative for 7 hours aboout my cancelled flightled flight have you simply given up",negative
"jetblue thanks for the help",neutral
"usairways trbl experience 2 hrs on the tarmac for an inch of snow in phl no hanger open amp a pile of snow terriblecommunication",negative
"americanair trying to find out if flight 340 dfw to hou is on tonight exec platinum desk not calling back and online info not clear",negative
"americanair she was at gate on time though they made her cry and made a scene for 10 mins instead of boarding her plane still outside",negative
"southwestair im ready for mayweatherpacquiao in vegas may 2nd URL",neutral
"americanair you should be apologizing for your rude sales reps and failure to offer anything other than trite condescending platitudes",negative
"americanair yes theres issues on the site as well unfortunately",negative
"usairways been on hold for over 5 hours i believe i was overcharged 200 for my flight i need an immediate explanation help",negative
"usairways thx 4 replying after trying 2 get thru many times amp vmail or people hanging up on us we talked 2 techcontd",positive
"virginamerica shares rise on q4 financial results usa today URL",neutral
"usairways only water on flight 763 to dca this is the first time ive ever seen this happen executiveplatinummeansnothing iwantcoffee",negative
"usairways americanair is there a way to reserve a veg meal online for a flight to brazil tomorrow ive been onhold for more than 1 hour",negative
"jetblue thx for the pointer but im good with the big monitor any advice on who i should pick to come our of the western conf nba",neutral
"southwestair i was helped by a nice lady at phx checkin i spent 4 hours on hold in 24 hours so might want to look at efficiency there",negative
"usairways yall need to get it together",neutral
"usairways how do i get a hold of customer service ive called multiple times amp have been on hold for 30 mins only to have to hang up",negative
"southwestair are there any flights from msp to hrl in march im looking at 319323",neutral
"united can you not get the first flight of the day off the ground on time 1531 lets go",negative
"jetblue friendly engaging personable handled clarifying questions about baggage fees well and took an interest in what i was doing",positive
"jetblue i waited 3 hrs for my bags and my flight was only 2 hrs",negative
"americanair i dont want to waste any more of my time on your airline youve already robbed 21 hours of my day but i definitely will",negative
"united you know what the united club needs power moar power insufficient outlets for the roadwarrior ord",negative
"thanks united for writing back to assist you can return the bag you lost amp clean up the feces sprinkled in your bathroom too much to ask",negative
"jetblue here in austin i saw the water bottles amp snacks the desk for your waiting passengers im so flight booking problems my next flight with you",positive
"united they were empty upon takeoff why cant someone sit there",negative
"usairways i need someone from management to contact me i was flying to a funeral wont make it now to add to my pain they want me 2 pay",negative
"americanair had my flight changed from us airways to you now i cant get two seats together can you help",neutral
"southwestair southwest is currently awaiting government approval for this route do we know when it will be official",neutral
"virginamerica please provide status for flight 769 i cant imagine its on time as the web indicates dude to weather here andor dallas",negative
"southwestair pit gate a1 big shout out to the lady trying to track him down",positive
"americanair gah this is so frustrating nobody has my address here in the usa where are my bags so disorganised",negative
"virginamerica would love to do more for virgin just like i do for gopro",positive
"southwestair the problem is apologies dont help results matter and its proving impossible to find anyone who is interested in that",negative
"americanair how have you not loaded our luggage on the plane and were over an hour delayed flight293",negative
"americanair cant unload flight 3322 because jetway is broken steps planb waiting nearly an hour",negative
"jetblue fix your amp jet bridges 40 minute delay 2nd gatestill waiting jetblues URL",negative
"southwestair nashville airport has runways open it appears southwest is only airline cancelled flighting flights is this likely to change",negative
"jetblue you have to service your remote controllers on my flight i watched equalizer movie three times because my remote was stuck",negative
"united in the future when delay causes 15 hour wait slept night in airport ensuring seating choice for replacement flight would be good",negative
"united terminal 1 gate b3 flt 1299 then take her to terminal 5 gate m13 swiss air lx009",neutral
"jetblue looking forward to it when we finally take off",positive
"southwestair three hour flight to orlando and no wifi uncool firstworldproblems",negative
"americanair bershawnjackson big ups to newark airport staff ampamp ddean i was also treated lovely while i was in town ❤❤",positive
"jetblue to dc this summer and help local youth get ready to return to school with math refresher courses flyitforward",neutral
"jetblue left my coat on flight 453 this morning in overhead bin reported seat 12a but i was 11a thx ticket 2792125083854",neutral
"bingo “southwestair thank you for bringing this to our attention well be happy to reach out to noah so we can make this right mr‿",positive
"americanair rdu customer service is awesome thanks give em all bonuses",positive
"united that may be true however after 4 weeks matter is still unresolved and i can not get through to a supervisor or manager to help",negative
"jetblue i definitely will thanks",positive
"usairways from here on out when i can at all im flying delta since when is a plane getting stuck in a drift for 2 hours a weather issue",negative
"usairways im trying to merge my freq flyer accts but keep getting an error message and only a machine when calling the provided help",negative
"usairways americanair just be prepared for a claim if that bag is lost too many valuables to carry in my hands us2146 to aa2924",negative
"usairways still irritated that our well planned and booked return was messed with amp with no warning",negative
"united take note of this great example of jetblue actually making good for an extremely inconvenient situation URL",positive
"usairways any way to tell our gate we are going stuck on tarmack intl flt flt 878 going to elm gate f6",negative
"americanair you didnt respond to my dm you tweeted the same canned tweet youre telling everyone else",negative
"southwestair theres nothing i love more than being on hold for over an hour URL",negative
"americanair its the abcs of pr let your customers have the most info possible might want to go brush up on the basics",negative
"jetblue letting me down in san fran no media rate whats the deal looks like this is the last time i fly anywhere with you",negative
"united you can read the full story when i submit a case to your team about the pilot of flight 6232 and why we are sleeping in dia",negative
"americanair flight get me out of chicago",neutral
"jetblue is amazing had a short delay they gave me 150 credit it was literally pretty much my fault i missed the flight",positive
"southwestair i have a roundtrip ticket now and i need to change one leg of the trip to a nearby airport not possible via website",neutral
"americanair my bag flew with aa while i flew with delta and im still not sure whose final carrier is referred to",negative
"americanair please email me at temorris2010hotmailcom willing to discuss my experience amp give another try would like to speak directly",neutral
"nrhodes85 isnt it funny that usairways just apologizes but doesnt actually take steps 2 go above amp beyond for customers notimpressed",negative
"southwestair got it thanks any insight into what will happen tomorrow",neutral
"jetblue seriously what is going on URL",negative
"americanair one hour to check in is 45 minutes too long mia fail",negative
"not your fault jetblue social media awesome people i know everyone is working hard to get us in our way",positive
"united thanks everything aok now",positive
"usairways any chance of a travel advisory or dca this weekend",neutral
"usairways instructions say to call im just doing what it said to do",negative
"southwestair my bag was lost and according to the rep they dont even know where it is please help",negative
"united as u might imagine this former pilot was particularly touched by the gesture please let the fo know keepingtraditionsalive",positive
"united denairport united 787 in snowy denver URL",neutral
"americanair have been waiting over three hours to talk to someone to rebook a flight due to weather does call back service actually work",negative
"jetblue gnight checked in at pos amp supervisor was unaware of policy that sucked having to guide him to the internet he was v unfriendly",negative
"jetblue ive experienced better service making connecting flight from united and americanair badcustomerservice jfk pr",negative
"united i have no way to contact her while she is in flight this does not work for me her father is about to pass and is heading to denver",negative
"americanair this is awful customer service",negative
"united 2100 ticket12h biz trvlno wifimissed con fltnext one24hmissed meeting7 food voucherhotel chkout12flt5no wifihotel",negative
"united also your atgate monitor showed 23 empty seats",negative
"usairways thats why u guys are my 1 choice",positive
"united im in denver my bag is in san jose see something wrong here",negative
"southwestair new marketing song URL let us know what you think URL",neutral
"united useless response i need a functioning wheelchair not a customer care form to fill out",negative
"southwestair safety back in dallas",neutral
"southwestair im flight booking problems a flight to vegas any good promo codes",neutral
"united lmuschel he is traveling with me on a sep reservation number f3kxb8",neutral
"united 2nd late flight flight today",negative
"virginamerica why is the site down when will it be back up",negative
"southwestair thank you for your help adam and to the awesome gate agents at b12 in las for getting us home",positive
"americanair need to go frm tpa to mci tmrw amp my connection thru dfw is cancelled flightled can u connect me thru a diff city been on hold for 2 hrs",negative
"united and the fact that we were treated disrespectfully and lied to by members of your airline that claims to strive for the best",negative
"jetblue i think its safe to say that after 25 years of loyal jetblue flying we are officially done byebyejetblue",negative
"united thanks again for your concern i will contact customer care upon our return from australia",neutral
"usairways three months and my miles havent been credited no one is going to read the email i sent",negative
"virginamerica i am all about the in flight artisanal cheese and wine pairing",positive
"southwestair secondly we did not begin boarding on time despite our aircraft being present and deplaned thus we left over 30 min late flight",negative
"usairways i’m still disappointed that it is apparently ok for a flight attendant who isn’t up on current policy to argue with a traveler",negative
"united why do i have to pay 17 for wifi with an international business ticket pennypincher",negative
"jetblue that is not what your employee at logan told me i finally got one to meet my daughter on her first solo flight after rude rep ",negative
"united outbound 2 bags 70 lbs bags returning home 1 bag 50 lbs what is your logic and why am i writing to a machine human help required",negative
"jetblue absolutely my girlfriend and i will be flight booking problems our mexico flights in the next day or two will send a tweet when its done",neutral
"usairways i sympathize reweather issues but when times get tough call in more folks over two hours on hold for 4minute fix fail",negative
