@relation Tweets

@attribute text string
@attribute labelled_sentiment {positive,neutral,negative}

@data
"finally ",positive
"trying to get through to cust relations Is there another  to use ",neutral
"Where should I fly by May rd Plz advise ",neutral
"has the WORST customer service of any airline Ive ever flown ",negative
"You know what the United Club needs Power MOAR power Insufficient outlets for the RoadWarrior ORD ",negative
"THRILLED to have my carryon checked against my will by two nasty gate agents only to see an entire empty bin when I boarded last ",negative
"almost  hours on hold  hours of my life I cant get back Thanks ",negative
"discount for three delays ",negative
"to offer service from Daytona Beach to New York  Albany Business Review ",positive
"cant even get on hold to wait to speak to someoneawesome ",negative
"didnt get her name She was not in our group She was sitting behind us Think it was window seat  We only overheard ",negative
"Thank you ",positive
"too bad Im getting this memo Your reservation contains modifications that prevent you from changing it online FUSTURATED ",negative
"Is todays JetBlue Flight  NYCBOS delayed My app says on time and the website says its not ",negative
"thanks for the reply hoping everything is cleared up in Charlotte by Monday ",positive
"it takes a month ",negative
"Yes I a report in Atlanta My bags are in Charlotte NC  hours Late Flightr and still cant find my luggage  ",negative
"it was supposed to be a carry on and in Pittsburgh coming to Boston it was a carry on ",negative
"You need to contact me ASAP Furious ",neutral
"Book out of town with fares from way restr ",neutral
"nothing apparently Ive flown w you  times in last  weeks and  of those experiences incl today were clusterfucks ",negative
"whats the link for FlyFi ",neutral
"How soon is possible I boarded the plane the st time at  am and it is now after  am and Im still where I started ",negative
"your chairmans phone is down what other number can i use ",negative
"you make Spirit look like the gem of air travel You havent handle this winter storm very well ",negative
"Flying LAX to SFO and after looking at the awesome movie lineup I actually wish I was on a long haul ",positive
"Bad coffee but the juice is ok GetPhilz United Terminal SFO Airport ",negative
"why am i mot getting my refund ",negative
"do you think the flights out of Nashville will be Cancelled Flighted tomorrow ",neutral
