@relation Tweets

@attribute text string
@attribute labelled_sentiment {positive,neutral,negative}

@data
"@SouthwestAir  this is really unhelpful. Why can't I rebook online? http://t.co/N5O43sVl8i",negative
"@JetBlue sitting on the plane in JFK waiting to take off doors are open catering is stocking up we are delayed but they couldn't be nicer",negative
"@JetBlue A flight delay due to pilots oversleeping is apparently an uncontrollable irregularity that is not eligible for delay compensation.",negative
".@USAirways we have no choice but to pay another $50 to go to the airport in the hopes that we will be treated better by a rep.",negative
"@united New Apple crâpe, amazing! Live from UA1207. Really nice crew too.  #AmericanAir has biscuits, UA needs them 2 http://t.co/gZ9GqDT7Jj",positive
"@SouthwestAir on hold for 2 hours and then you hung up 3 Cancelled Flightled flights. Running out of daycare for our kids who are trapped at home.",negative
".@united call my work and tell them it's your fault I'm Late Flight",negative
"@SouthwestAir why have you guys jacked up the prices AFTER you said prices were going to be lowered? SMH",negative
"@USAirways I have been on hold with your Gold reservations line for OVER 3 HOURS now. Flight Cancelled Flightled. Trying to rebook.",negative
"@united how much does it cost to check in an additional bag? Traveling from newark to glasgow. Thank you :)",neutral
"@SouthwestAir thanks do yall expect to be operational tomorrow out of Nashville?",positive
"@USAirways we are on the 2pm flight FLL to PHL and then connection to MAN. However, with the delays we might miss it. Can we go earlier?",negative
"@united last night we waited forever at the gate because someone from corporate dispatch FORGOT to call the crew #unfriendlyskies",negative
"@united Broken entertainment system on my 8 hour NYC flight, terrible cabin crew service and online complaint form won't work #hopeless",negative
"@SouthwestAir husband on hold 2.5 hrs, got disconnected!New wait 30 min. Can't confirm res due to the fact he booked on line! Nuts!",negative
"@United - Ridiculous to fly outdated 757s anywhere much less btwn IAH and SFO. No power ports, no  Wifi, no personal entertainment. TORTURE",negative
"@SouthwestAir been on hold for &gt;30 minutes about my Cancelled Flightled flight. Still not talked to anyone and flight is soon. What gives?",negative
"@SouthwestAir Hoping you answer the phone today?",negative
"@JetBlue CEO weighs profits, flyers - @ChronicleHerald (registration) http://t.co/9vKj9S7jrM",neutral
"@SouthwestAir the last 4 times I've arrived @LASairport our gate has been blocked by a slow to depart plane leading to 30-60 min delays",negative
"@united what if business as usual meant dropping the bully mentality and fostering inspiration for a greater business #EmployeeRelations",negative
"@southwestair - kind of early but any idea when dates through the first week of sept will come available?",neutral
"@JetBlue I hear that the new thing in your planes are the Fly-Fi. How I can check if the flight that Im going to take have it?",neutral
"@USAirways your service has been awful in Boston and I had to pay 25 extra dollars than I was supposed too I am very dissatisfied #mad",negative
"@SouthwestAir I'm showing flight 4720 delayed again. Would my boarding pass still be good or was my seat given away?",negative
"@SouthwestAir can't update my flight online bc it's been Cancelled Flighted twice already. Going on hour 2 on hold.",negative
"@SouthwestAir Guys for real. I've been on hold for 4+ hours including one hangup. Please have someone reach out so I can get my $ back.",negative
"@USAirways great job today In ruining 45 people's vacation. Thanks to your incompetent pilot and staff we have all now missed our flights",negative
"@SouthwestAir tried to rebook online but it says that I have to pay $200 for difference in price. Please help",negative
"@JetBlue please provide me your direct email for me to explain.",negative
"@SouthwestAir Cancelled Flightled my flight out of BNA today. Been on hold for an hour. 😠 #frustrated!",negative
"@SouthwestAir Beautiful, thanks a ton!",positive
"@SouthwestAir I need updates on my flights 464 &amp; 3574. I have been on hold for over 2 hours.",negative
"@SouthwestAir Hi-My flight (BNA to LGA) was Cancelled Flighted this morning--#1814. Looks like other flights out of BNA are taking off. Any chance?",negative
"@SouthwestAir Can you link the article where it says the routes and what times the routes are likely to be? Like TUL-DAL 1:00PM - 7 None",neutral
"“@SouthwestAir:Southwest mobile boarding passes now available in iOS Passbook! http://t.co/xmRvR4lGEg http://t.co/wJoc9f14SU”@tori_leggieri",neutral
"@USAirways Almost 4 hours and coin now. Understand higher call volume, but this is unacceptable.",negative
". @USAirways It's been Cancelled Flighted. Your SM response is slow.",negative
"@USAirways I’ve had my flight Cancelled Flightled twice now, and after 5 minutes of automated questions, the phone just goes to a busy signal. Help?",negative
"@SouthwestAir tried online and told I must call b/c of modifications to my reservation. Been on hold for almost 2 hours.",negative
"@SouthwestAir + @twitter  = outstanding customer service!  Thank you!",positive
"@SouthwestAir finally!",positive
"@SouthwestAir trying to get through to cust relations. Is there another # to use?",neutral
"@SouthwestAir Where should I fly by May 3rd? Plz advise.",neutral
"@SouthwestAir has the WORST customer service of any airline I've ever flown.",negative
"@united You know what the United Club needs? Power. MOAR power. Insufficient outlets for the #RoadWarrior (ORD)",negative
"@united THRILLED to have my carry-on checked against my will by two nasty gate agents only to see an entire empty bin when I boarded last...",negative
"@SouthwestAir almost 2 hours on hold, 2 hours of my life I can't get back.... Thanks http://t.co/IyUZM2PUVS",negative
"@SouthwestAir discount for three delays?",negative
"@JetBlue to offer service from Daytona Beach to New York - Albany Business Review http://t.co/dUhBJ41jHx",positive
"@USAirways can't even get on hold to wait to speak to someone-awesome",negative
"@united didn't get her name. She was not in our group. She was sitting behind us. Think it was window seat #40? We only overheard...",negative
"@SouthwestAir  Thank you.",positive
"@SouthwestAir too bad I'm getting this memo: "Your reservation contains modifications that prevent you from changing it online." #FUSTURATED",negative
"@JetBlue Is today's JetBlue Flight 918 (NYC-&gt;BOS) delayed? My app says on time and the website says it's not...",negative
"@USAirways thanks for the reply, hoping everything is cleared up in Charlotte by Monday",positive
"@USAirways it takes a month?",negative
"Yes, I filed a report in Atlanta. My bags are in Charlotte, NC. 24 hours Late Flightr and still can't find my luggage ... @USAirways",negative
"@USAirways it was supposed to be a carry on and in Pittsburgh  coming to Boston it was a carry on",negative
"@USAirways You need to contact me ASAP. #Furious",neutral
"“@VirginAmerica: Book out of town with fares from $59/way (+restr). http://t.co/xRdTOV7nl8 http://t.co/4Y78byAckc‿@JenniferDawnPro",neutral
".@united nothing apparently. I've flown w/ you 4 times in last 3 weeks and 3 of those experiences (incl today) were clusterfucks.",negative
"@JetBlue what's the link for #FlyFi",neutral
"@USAirways How soon is possible? I boarded the plane the 1st time at 6:30 am and it is now after 11:30 am and I'm still where I started.",negative
"@USAirways your chairmans phone is down. what other number can i use?",negative
"@USAirways @AmericanAir you make Spirit look like the gem of air travel. You haven't handle this winter storm very well...",negative
"@VirginAmerica Flying LAX to SFO and after looking at the awesome movie lineup I actually wish I was on a long haul.",positive
"@united Bad coffee, but the juice is ok. #GetPhilz @ United Terminal SFO Airport http://t.co/Sg7IQqFVsO",negative
"@united why am i mot getting my refund?",negative
"@SouthwestAir do you think the flights out of Nashville will be Cancelled Flighted tomorrow?",neutral
"@SouthwestAir do you not try to get customers to their destinations? No help to get on another airline if you had no flights for 3 days?",negative
"@SouthwestAir I'm an A-list Preferred customer and very loyal SWA. However, your inflight wifi is no better today than it was 4 years ago.",negative
"@JetBlue I have a internal bleed in my foot, and I am flying next Tuesday, what should I. Do :( these. Leeds come randomly. I",neutral
"@JetBlue Thank you!",positive
"@JetBlue Can't view seat selection/change seat for flight tomorrow. Can you look into this?",neutral
"@USAirways please give Tara G a pat on the back and praise.  She was very very helpful.  She is at PHL member lounge",positive
"@USAirways  thanks I hope I get to my destination",positive
"@USAirways  well its 11:45am and just got an email that my 11am flight is delayed-thats not right",negative
"@VirginAmerica was wondering if you guys recieved my dm and we're able to potentially respond asap",neutral
"@united did not let me get on the IAH-HNL direct. Now weather delay for my SFO leg. Stop being reactive and be proactive!",negative
"@SouthwestAir kudos to the #RSW CS crew for re-routing PAX to alleviate Over sale due to down graded EQP 800 now 500",negative
"@SouthwestAir trying to fly out of Nashville tomorrow. How is it looking?",neutral
"@JetBlue no, I am fine to fly! Haha, they come at random, with the hemophilia, but what if i need extra assistance",neutral
"@JetBlue oh hell no. I'm not waiting again to get hung up on after speaking to 2 #rudeservice people",negative
"@JetBlue's new CEO seeks the right balance to please passengers and Wall ... - Daily Journal http://t.co/w8MTmSP2RY",neutral
"@JetBlue thank you!! Miss you all so so much!! Is this the link to the blog? Or has that changed?",positive
"@USAirways I expect something more than telling me to see an agent to rebook my flight...",negative
"@USAirways you have the ability to switch my flight to @AmericanAir but you cannot tell me where my bags are.",negative
"@USAirways I did and it's been a disaster. You had me sitting on the runway only to bring the plane back to the gate smh",negative
"@USAirways no we haven't because we've been in the same line at the service desk for an 1hr and 1/2 now in the same spot.",negative
"@USAirways on your website and on your boards at Logan it said it was on time, so we went through security and got to the gate (2)",neutral
"@USAirways I got up at 2 am for a 5 am flight from bos to Charlotte which I found was Cancelled Flightled once I got to the gate (1)",negative
"@united Filled in the form you sent the link to on 29.1.15 and then either 9 or 10.2.15",neutral
"@SouthwestAir I've been on hold with customer service for over an hour. Can you help?!",negative
"@SouthwestAir I've been on hold for an hour now. 59:57 as I type this. Ridiculous! All I need is the link to the chart that has routes, time",negative
"@SouthwestAir sent",neutral
"@SouthwestAir Flight Cancelled Flightled, reFlight Booking Problems online has not worked, on my second round of hold (3 hrs now). Any other options?",negative
"@JetBlue my request has nothing to do with rescheduling. But customer service has such a bad attitude today. #badservice",negative
"@JetBlue busy due to storm but customer service should always be on point. More so now than ever #getittogether",negative
"@USAirways no warm weather hubs means no Mexico for us.  And I can't go anywhere else since you lost my bags. I hope you attempt to rectify",negative
"@USAirways No kidding. Oy.",negative
"@USAirways thanks",positive
"@USAirways thank you for blowing my vacation. Couldn't get me anywhere today to make my reservation and also lost 2 bags of mine!",negative
"@USAirways been trying to talk with a dividend miles rep for 2 days now. I have been holding for over 2 hours each day. What are my options?",negative
"@USAirways and it still says it's on time on your website btw",negative
"@USAirways your customer service is horrible",negative
"@united Gold Star for united- change my flight- miss all connections- but can't accommodate me until a MUCH Late Flightr arrival time-Not HAPPY!",negative
"@united's first-class #cockup",negative
"@united all day travel. #swag #ijustwanttosleep",neutral
"@united Thank you for the new Club at O'Hare. Very comfortable. You made the difficult weather days proficient and enjoyable.",positive
"@SouthwestAir have you considered adding the "we'll call you back when we have someone free" feature to your support line?",negative
"@USAirways This is dating back to Nov. I have been sent back and forth between you and @eDreams_en. It's a disgrace.",negative
"@USAirways will do. Hoping for a voucher for a future flight #Optimistic",positive
"@USAirways I didn't even leave the airport and you sent 2 of my bags to Philadelphia!",negative
"@USAirways Thanks for the info but have been trying for over 24hrs and no luck. Flight dep. Today. Need 2 change 2 tomorrow or Thursday",negative
"@USAirways tried twice today on hold for 30 min each time. i have things to do so can't live on hold dealing w/ your customer serv failures",negative
"@united sat at airport for 5 hrs still sitting at gate..  Sigh",negative
"@united actually we did not consider she might have made a mistake. She did not complain beyond that she indicated it on her reservation.",neutral
"@SouthwestAir injured at check in yesterday. U told me to go to dr. on hold with SWA for over hour trying to talk with someone. suggestions?",negative
"@SouthwestAir Trying to get through by phone to confirm that funds from a Cancelled Flightled reservation can still be used in the future. Can u help?",negative
"@JetBlue @EllaHenderson omg!  Wish I had a flight today!  Haha there's always next time!  Have fun at #LFT5",positive
"@USAirways  to arrive the plane I'm sitting on needs to take off...wish someone would tell us what the holdup is",negative
"@united + that's the gist of what the flight attendant told her.",negative
"@united BTW is it true you have to remind flight staff after checking in even after indicating meal prefer on your reservation? +",negative
"@united +what took me aback was the response by the flight attendant, who put the responsibility squarely back on passenger's shoulders. +",negative
"@united No but u cld explain how such a disorganized and inefficient company w surly and obviously unhappy employees stays in business.",negative
"@SouthwestAir Got it, thanks. Any insight into what will happen tomorrow?",neutral
"@SouthwestAir any chance of adding LAX-&gt;JFK direct any time in the future?",neutral
"@SouthwestAir thank you. I was given this same reply 2 years ago. Can you direct me to an area I can learn more about the improvements?",negative
"@SouthwestAir just disconnected my call after 2.5 hours without even speaking to me. #octaviannightmare",negative
"@JetBlue she was a phone agent, pls do! Peggy was pleasant, informative and delivered. ⭐️⭐️⭐️⭐️⭐️",positive
"@JetBlue Hopefully next time! Can I send you my future itineraries so the next one can be planned when I'm there? 😂😂",neutral
"@USAirways flight #3900 fro ORF to PHL.",neutral
"@USAirways ",negative
"@USAirways The phone line disconnects. How can I be in the queue to be answered when the phone line simply disconnects when I call?",negative
"@USAirways want to bump up my seet to first class for two Cancelled Flightlations in 24hrs?? what a joke",negative
"@united @jsumiyasu I am thankful to the  United ground staff who put me in the last seat on the last flight out. Home Late Flight is still home!",positive
"@united I appreciate the follow up.",positive
"@SouthwestAir I've been on hold for an hour &amp; a half trying to change my flight to BNA. Not very happy with customer service right now!!!!!!",negative
"@JetBlue Got flight reschedule to flight form PIT to FLL and our flight had mechanical problems so we were delayed an hour Missed my connect",negative
"@JetBlue well lucky I only fly JB..I guess I would be even more squished on any other airline 😞",positive
"@USAirways still crickets from customer service.",negative
".@united we rebooked. But @casleah and I had to split up and take different flights because a pilot ran out of hours? Frustrating.",negative
"@united no worries about the tweets. We all should do what we can to make sure we, as in your tag line, "Fly the Friendly Skies."",positive
"@SouthwestAir Great job!! Looking forward to my next trip being able to use this new feature!",positive
"@SouthwestAir - any update on flights in to BNA today?",neutral
"@SouthwestAir damn weather messing up everything #serenitynow",neutral
"@SouthwestAir could you tell me if any upgrades are available on a flight out of STL tomorrow morning.",neutral
"@SouthwestAir disappointed with customer service right now, my flight was only one Cancelled Flightled at my airport &amp; now I'm losing 2 days from trip",negative
"@SouthwestAir been on hold for over an hour.....not cool, you guys.",negative
"@JetBlue should i continue?",negative
"@JetBlue Ok great thanks! I had a great flight, FYI. I'm excited to fly again. I just was frustrated I was not able to check in.",neutral
"@JetBlue I do not want to deal with your customer service agents with no practical knowledge.Provide me with a direct contact.",negative
"@USAirways hundreds of people in line and less than half the desks being manned at CLT. Help?",negative
"@USAirways Why is there no contact email for customer complaints?",negative
"@USAirways Now I am probably going to miss my connection in Charlotte, so I will have to drive home for the funeral.",negative
"@USAirways Flight 2069 from JFK to Charlotte, then 3750 from Charlotte to Birmingham. 2 previous flights to HSV were Cancelled Flightled.",negative
"@united @FlyANA_official pleasantly surprised to find ANA has made major upgrades on their transpacific route in flights, planes and service",positive
"@united Step 1: Cancelled Flight flight. Step 2: Don't notify customer. Step 3: Charge them for food while they try to survive their wait. Brilliant.",negative
"@united i need my confirmation number! Can you give it to me?",neutral
"@united + besides, no small degree of self-interest. We take that route several times a year &amp; would hate to be in that situation.",negative
"@SouthwestAir Great job with the Passbook integration! It’ll really help streamline the commute to San Fran! 😊☕📲✈",positive
"@SouthwestAir I need to reschedule a flight and I've been on hold for almost an hour. This is ridiculous. Is there a best number to call?",negative
". @SouthwestAir condescension must be a quality your co rewards. Your tone reeks of it",negative
"@JetBlue unfortunately no, but hoping I can catch one sometime in the near future!",neutral
"@JetBlue why is my flight delayed 2.5 hours. This is insane. Every other flight has made it to NYC.",negative
"@JetBlue @EllaHenderson Ah! Wish I was there! Good luck!",neutral
"@USAirways Just contaced EYEWITNESS NEWS about the ripoff the Cancelled Flighted now they want me to pay",negative
"@USAirways How can I change without penalty and not have to call customer service",neutral
"@USAirways when I call it says y'all are too busy and to call back Late Flightr.  this is terrible customer service.  what will you do about it?",negative
"@USAirways They charged me for a flight they Cancelled Flightled, unbelievable and unheard of",negative
"@USAirways I was completely ripped of by US Airways today never fly this airline  I am contacting my local news",negative
"@USAirways I can't believe that you would refer me to a number no one seems to be getting through. Really? I need help ASAP!",negative
"@VirginAmerica still waiting to see  @Starryeyes_Dev_  😞",neutral
"@united feck guys. Stop Cancelled Flightling flights from EWR to RIC the weather is fine I both locations!!!",negative
"@united + UA has been rolling out improvements too, we think. Hoping they'll catch up soon? Meantime, ANA is our preference!",neutral
"@SouthwestAir F5R3ZZ",neutral
".@SouthwestAir you've got a mess here at DTW but your staff is doing great.",positive
"@SouthwestAir @challemann flying to LGA in the dead of winter? #jvstatus EWR &amp; JFK is always the intelligent option.",negative
"@USAirways I need someone from management to contact me I was flying to a funeral won't make it now to add to my pain they want me 2 pay",negative
"@united dropped off a luggage at IAD over 2 months ago for repair from damages haven't heard anything about it since, when do I get it back?",negative
"@united that's what I thought! Thanks for the clarification!",neutral
"@SouthwestAir no flights out of #nashville today? Are you kidding me?!?! Why are other airlines flying and you're not?! So frustrated!!",negative
"@SouthwestAir I am but it says yall are sold out. Me &amp; My coworkers would need to get out first available",neutral
"@SouthwestAir I'm trying to change a family vacation due to Measles outbreak and haven't been able to get anyone on the phone. Any help?",negative
"@JetBlue's CEO Battles to Appease Passengers and Wall Street - http://t.co/frrfxCCw7Z http://t.co/nKlW9SsVRQ",neutral
"@USAirways &amp; there are seats together, they just have fees. Seems if I'm taking a 5am flight the least you can do is wave the $10.",negative
"@USAirways Im researching a flight &amp; noticed a small issue w/class of service between your site &amp; other sites. Could Reservations help me?",neutral
"Thx! Stand by! “@united: @rajuchinthala I know it's frustrating and I do appreciate your patience while we try to get you on your way. ^JH‿",neutral
"@united roundtrip tickets to NJ are DRAMATICALLY cheaper through Virgin, pretty pricey via United. Can you match them?",neutral
"@SouthwestAir I also find it ridiculous that I've been tweeting to you since 3:50 AM EST and have still received no response. 9 hours?",negative
"@southwestair Thanks. Yes I got through. Biggest frustration is that I'm no longer able to check in online for my flight after 4 Cancelled Flights.",negative
"@SouthwestAir why are flights still getting out of Logan now? You couldn't manage to get one out at 6 AM, when it wasn't snowing!",negative
"@SouthwestAir 45mins wait on the phone with no option for a callback? Finally had to hang up because my phone was dying. #customerservice",negative
"@SouthwestAir landing early morning @BWI_Airport after snowfall. http://t.co/apRZsPxigE",neutral
"@SouthwestAir and thanks!",positive
"@SouthwestAir sure. Fhk2te. Am scheduled to leave this weekend but need to push to October",neutral
"@SouthwestAir its all good. flight eventually took off, and landed safely. oh, and I got the free cup o wine. thx",positive
"@SouthwestAir I noticed the rates increased a few days ago, or the promotion ended. Any idea when another promotion will be coming?? Thanks!",neutral
"@JetBlue and they are telling me I got to get another hotel and food...so spend more money because you guys made me miss my connection",negative
"@JetBlue already spent $300 to stay at hotel last night due to you guys rescheduling my flight. Since my Cancelled Flightation I've spent almost $500",negative
"@JetBlue Seems very likely.",positive
"@JetBlue they are rude and unhelpful. They suggested I catch a flight tomorrow I was supposed to be home today at 2 am and work is waiting",negative
"@usairways #crew keeping safety top of mind in CLT. http://t.co/a0YoSJHZMc",positive
"@united I was denied use of a rear facing car seat on UA5025, an ERJ145. Can you confirm the actual policy?",negative
"@united you better hold my flight to Tucson #5237, just landed in Houston after an hour delay for some minor computer problem",negative
"@SouthwestAir Thank you.  Twitter says I can't DM someone unless they follow me.  Can @SouthwestAir follows my twitter?",negative
"@SouthwestAir the 5:50 is sold out too?",neutral
"@SouthwestAir myself and 2 others",neutral
"@SouthwestAir can you follow me? Flight Cancelled Flightled, can't rebook online, been on hold for 2 hours.  Would love to DM flight info. Thank you.",negative
"@JetBlue I did...#FlyFi worked well and was free aboard this flight",positive
"@USAirways I booked a flight yesterday but didnt receive an email confirmation and I my dividends number isn't registering. Please help.",negative
"@united thank you!!!!! And next flight to Durango then driving to Farmington New Mexico for work! But hitting the slopes in Durango!",neutral
"@SouthwestAir Finally! Integration w/ passbook is a great Valentine gift - better then chocoLate Flight. You do heart me.",positive
"@SouthwestAir @gruber Finally.",neutral
"@SouthwestAir you guys are awesome... #dontchangeathing #luv",positive
"@SouthwestAir Karen with customer service was very helpful. Thank you for providing one bright spot in a frustrating situation.",positive
"@SouthwestAir Twitter says I can't DM someone unless they follow me.  Can @SouthwestAir follows my twitter? thanks you.",negative
"@JetBlue tough choices but I did all simultaneously! As a business traveler, best experience in a long time. #wishmyflightwaslonger #what",positive
"@JetBlue thanks!! Great service in #T5 already! #lovejetBlue",positive
"@USAirways I left my son's Duke hat on flight #1761 last night. It says "Mason" on the back. Any way of locating it? Thanks in advance!",neutral
"@USAirways will my known traveler no. transfer over from @AmericanAir ? when I check in at t-24 as an AA elite I can get choice seats?",neutral
"@SouthwestAir is having a sale! I'm delighted!",positive
"@SouthwestAir about time! Thank you!",positive
"@VirginAmerica morning. If I have a question regarding elevate points &amp; flights can I DM you?",neutral
"@united Confirmation number: NJV4BP - All I need is email confirmation of flight from NYC - SFO Feb 4",neutral
"@United Is Changing Its #MileagePlus Program: Winners and Losers http://t.co/38OTLzAK5d #airline #travel #loyalty #rewards",neutral
"@united Brandi Zabsonre in Denver deserves a raise for bringing delight into a terrible travel situation. big ups http://t.co/TK3aOpdtSQ",positive
"@SouthwestAir @NotPghTimothy no exceptions for national awards?",neutral
"@SouthwestAir any idea on flights to Nashville tomorrow being clear or Cancelled Flightled",neutral
"@JetBlue Been dealing with a Cancelled Flightled flight since last night &amp; was booked to a 6:15 flight,wouldve at least liked to see Ella perform lol",negative
"@USAirways any tips on getting a hotel that your airline won't get for any of us even though we were told that we'd make our flight?",negative
"@VirginAmerica Are there any sign up bonuses to enroll in Elevate?",neutral
"@VirginAmerica just got on the 1pm in Newark home to LA. Your folks at EWR are incredible #letsgohome",positive
"@united I somehow think I'm going to be stuck paying for a hotel room in Denver without winter clothes on my dime.  I guess we'll see.",negative
"@united I normally ask people to put on headphones...but not toddlers. Maybe planes should have a "kid" section (near the back) ;)",neutral
"@united of course I need help.  I've been DMing you ladies and gents all day. Your only solution is hope for the best and LAX.",negative
"@SouthwestAir Hi! Thanks! Do you have an exact link to that specific page on your site you can share - or is it under "Flight Status":? Thx!",neutral
"@JetBlue huge fan of great brands and people doing great things‿you guys rock happy to share the love!",positive
"@USAirways missing my reservations due to a Cancelled Flightled flight. Make it right by giving me first class tomorrow. Make your customers happy.",negative
"@USAirways it's not a consolation because my bags are somewhere else, which is a real impediment to me going on a different vacation",negative
"@VirginAmerica my group got their Cancelled Flightlation fees waived but I can't because my ticket is booked for 2/18? Your reps were no help either 😡",negative
"@SouthwestAir LUV Ya Too!!!!  I will sing a song for y'all when I finally get on that plane back to Nashville!!! #LOVESOUTHWESTAIR",positive
"@united my mother's flight was delayed from phl-ord. We're on our way to NRT and the gate refused to upgrade. A platinum.  Blegh",negative
"@united is Late Flight again.  Everyone braved the weather and 40 passengers are waiting for a flight crew.  Really!",negative
"@united Miserable trip ... lost bag Sat... found Mon... lost again... shipping 2nd day ground Tues... might have it for return flight home",negative
"@united spending the afternoon @ Mia. Not your fault.  No lounge? Very inconvenient.",negative
"@united costumer service sucks! Waiting for a week for a response",negative
"@united Is there a way to get  a copy of Feb's edition of Hemisphere",neutral
"@SouthwestAir Trying to add my dog on the flight but can't get through.",negative
"@SouthwestAir I need to request a refund on my flight that was Cancelled Flightled this morning due to the weather.",negative
"@SouthwestAir Thanks a ton!",positive
"@USAirways issues are not with people who r nice or storm emails with wrong phone numbers auto rebooked flights to non connecting cities",negative
"@VirginAmerica my flight (6000) scheduled for 1pm departure still says on time but no plane at gate. Any update on how long of a delay?",negative
"@SouthwestAir thank you, someone finally answered and was able to change my flight that was Cancelled Flighted bc of ice. Thank you for response",positive
"@USAirways cust serv reps who are unable to change reservations in your system Check in unaware of Cancelled Flights that I got word on night before",negative
"@USAirways is there any way that you could hold flight 628 in CLT my husband is stuck in the security check line. flight scheduled for 1PM",neutral
"@united when is my plane coming?  Been delayed for almost 7 hours. No plane.",negative
"@united Not fast enough.  No excuse for service between big hubs to have such outdated craft. Southwest has wifi. This is awful.",negative
"@united thankful for great service in Newark. Seats fixed and I was seated with my daughter! Fab landing in Fort Myers!",positive
"@SouthwestAir always when I fly SW. #loyalRRmember",positive
"@JetBlue CEO battles to please Wall St and flyers - from @NZherald http://t.co/Q4Amiw7FSw",neutral
"@USAirways I believe you. But in all seriousness, what's an acceptable time I should have this expense on my name that wasn't my fault....",negative
"@united Is there a direct number to call to request a refund?  Its telling me its not valid as I changed the ticket.  No number on site",neutral
"@SouthwestAir or you could send me a DM.",neutral
"@SouthwestAir I am following you now. I don't think I can DM until you follow me.",neutral
"@SouthwestAir Flight Cancelled Flightled out of BNA.... Do I have to reschedule now or can travel funds be put back into my account for future use?",negative
"@SouthwestAir are you kidding me?  I needed help yesterday. I'm now landed and waiting for my connection.  Never will I fly southwest again!",negative
"@SouthwestAir can i have my bags back   ding!!",negative
"@SouthwestAir yeah bruh its bool y'all niggaz just need to hire some more workers or something cause next time imma be forced ta disrespect.",negative
"@JetBlue as much i have paid in fees. Plus hotel and food because of your changes i could had flown with a more reliable airline #no2jetblue",negative
"@USAirways Travelling from pwm to atl on Sunday That flight got Cancelled Flightled and my new flight is Cancelled Flightled and got disconnected when reFlight Booking Problems",negative
"@VirginAmerica mood lighting on point🙌 Reclining my seat, kickin up my feet💤",negative
"@united Nearly 48 hours Late Flightr and still no idea where it is. I will never fly United again if I can help it.",negative
"@united 1591 had wi-fi broken on plane. Had same outage on 1618 on Friday. How can Southwest get it right on every plane but United can't?",negative
"@United WiFi onboard 737-800 far superior in pricing and performance (user-perceived bandwidth and Late Flightncy) to recent @GoGo experiences.",positive
"@united Second day &amp; attempt trying to leave IAD &amp; I'm on another plane delayed for mechanical issues. Over an hour delayed!",negative
"@SouthwestAir followed.",neutral
"@SouthwestAir worst customer service, Terrible attitudes. I don't care how big a storm.  Your employees need an attitude adjustment",negative
"@JetBlue how do I get a copy of my last flight showing original time and delay? I need it for work. Thanks!",neutral
"@USAirways it's be nice to take a flight and have some level of consistency / service from the flight attendants. Quality control???",negative
"@United just played the Most bizarre "safety" video I've ever seen... http://t.co/Hlm2Oks6xl",neutral
