@relation Tweets

@attribute text string
@attribute labelled_sentiment {positive,neutral,negative}

@data
"almost  hours on hold  hours of my life i cant get back thanks ",negative
"discount for three delays ",negative
"to offer service from daytona beach to new york  albany business review ",positive
"cant even get on hold to wait to speak to someoneawesome ",negative
"didnt get her name she was not in our group she was sitting behind us think it was window seat  we only overheard ",negative
"thank you ",positive
"too bad im getting this memo your reservation contains modifications that prevent you from changing it online fusturated ",negative
"is todays jetblue flight  nycbos delayed my app says on time and the website says its not ",negative
"thanks for the reply hoping everything is cleared up in charlotte by monday ",positive
"it takes a month ",negative
"yes i a report in atlanta my bags are in charlotte nc  hours late flightr and still cant find my luggage  ",negative
"it was supposed to be a carry on and in pittsburgh coming to boston it was a carry on ",negative
"you need to contact me asap furious ",neutral
"book out of town with fares from way restr ",neutral
"nothing apparently ive flown w you  times in last  weeks and  of those experiences incl today were clusterfucks ",negative
"whats the link for flyfi ",neutral
"how soon is possible i boarded the plane the st time at  am and it is now after  am and im still where i started ",negative
"your chairmans phone is down what other number can i use ",negative
"you make spirit look like the gem of air travel you havent handle this winter storm very well ",negative
"flying lax to sfo and after looking at the awesome movie lineup i actually wish i was on a long haul ",positive
"bad coffee but the juice is ok getphilz united terminal sfo airport ",negative
"why am i mot getting my refund ",negative
"do you think the flights out of nashville will be cancelled flighted tomorrow ",neutral
