@relation Tweets

@attribute text string
@attribute labelled_sentiment {positive,neutral,negative}

@data
"I’ve had my flight Cancelled Flightled twice now and after  minutes of automated questions the phone just goes to a busy signal Help ",negative
"tried online and told I must call bc of modifications to my reservation Been on hold for almost  hours ",negative
"  outstanding customer service Thank you ",positive
"finally ",positive
"trying to get through to cust relations Is there another  to use ",neutral
"Where should I fly by May rd Plz advise ",neutral
"has the WORST customer service of any airline Ive ever flown ",negative
"You know what the United Club needs Power MOAR power Insufficient outlets for the RoadWarrior ORD ",negative
"THRILLED to have my carryon checked against my will by two nasty gate agents only to see an entire empty bin when I boarded last ",negative
"almost  hours on hold  hours of my life I cant get back Thanks ",negative
"discount for three delays ",negative
"to offer service from Daytona Beach to New York  Albany Business Review ",positive
"cant even get on hold to wait to speak to someoneawesome ",negative
"didnt get her name She was not in our group She was sitting behind us Think it was window seat   We only overheard ",negative
"Thank you ",positive
"too bad Im getting this memo Your reservation contains modifications that prevent you from changing it online FUSTURATED ",negative
"Is todays JetBlue Flight  NYCBOS delayed My app says on time and the website says its not ",negative
"thanks for the reply hoping everything is cleared up in Charlotte by Monday ",positive
"it takes a month ",negative
"Yes I a report in Atlanta My bags are in Charlotte NC  hours Late Flightr and still cant find my luggage  ",negative
"it was supposed to be a carry on and in Pittsburgh coming to Boston it was a carry on ",negative
"You need to contact me ASAP Furious ",neutral
"Book out of town with fares from way restr ",neutral
"nothing apparently Ive flown With you For times in last  weeks and  of those experiences incl today were clusterfucks ",negative
"whats the link for FlyFi ",neutral
"How soon is possible I boarded the plane the st time at  am and it is now after  am and Im still where I started ",negative
"your chairmans phone is down what other number can i use ",negative
"you make Spirit look like the gem of air travel You havent handle this winter storm very well ",negative
"Flying Los Angeles International Airport to San Francisco International Airport and after looking at the awesome movie lineup I actually wish I was on a long haul ",positive
"Bad coffee but the juice is ok GetPhilz United Terminal San Francisco International Airport Airport ",negative
"why am i mot getting my refund ",negative
"do you think the flights out of Nashville will be Cancelled Flighted tomorrow ",neutral
"do you not try to get customers to their destinations No help to get on another airline if you had no flights for  days ",negative
"Im an Alist Preferred customer and very loyal SWA However your inflight wifi is no better today than it was For years ago ",negative
"I have a internal bleed in my foot and I am flying next Tuesday what should I Do  these Leeds come randomly I ",neutral
"Cant view seat selectionchange seat for flight tomorrow Can you look into this ",neutral
"please give Tara G a pat on the back and praise She was very very helpful She is at Philadelphia International Airport member lounge ",positive
"thanks I hope I get to my destination ",positive
"well its am and just got an email that my am flight is delayedthats not right ",negative
"was wondering if you guys recieved my Direct message and were able to potentially respond asap ",neutral
"did not let me get on the IAHHNL direct Now weather delay for my San Francisco International Airport leg Stop being reactive and be proactive ",negative
"kudos to the RSW CS crew for rerouting PAX to alleviate Over sale due to down graded EQP  now  ",negative
"trying to fly out of Nashville tomorrow How is it looking ",neutral
"no I am fine to fly Haha they come at random with the hemophilia but what if i need extra assistance ",neutral
"Overheard hell no Im not waiting again to get hung up on after speaking to  rude service  people ",negative
"new CEO seeks the right balance to please passengers and Wall   Daily Journal ",neutral
"thank you Miss you all Significant Other Significant Other much Is this the link to the blog Or has that changed ",positive
"I expect something more than telling me to see an agent to rebook my flight ",negative
"you have the ability to switch my flight to but you cannot tell me where my bags are ",negative
"I did and its been a disaster You had me sitting on the runway only to bring the plane back to the gate Shaking my head ",negative
"no we havent because weve been in the same line at the service desk for an hr and  now in the same spot ",negative
"on your website and on your boards at Logan it said it was on time Significant Other we went through security and got to the gate  ",neutral
"I got up at  am for a  am flight from bos to Charlotte which I found was Cancelled Flightled once I got to the gate  ",negative
"Filled in the form you sent the link to on  and then either  or  ",neutral
"Ive been on hold with customer service for over an hour Can you help ",negative
"Ive been on hold for an hour now  as I type this Ridiculous All I need is the link to the chart that has routes time ",negative
"sent ",neutral
"Flight Cancelled Flightled reFlight Booking Problems online has not worked on my second round of hold  hrs now Any other options ",negative
"my request has nothing to do with rescheduling But customer service has such a bad attitude today bad service  ",negative
"busy due to storm but customer service should always be on point More Significant Other now than ever ge tit together  ",negative
"no warm weather hubs means no Mexico for us And I cant go anywhere else since you lost my bags I hope you attempt to rectify ",negative
"No kidding Oy ",negative
"thanks ",positive
"thank you for blowing my vacation Couldnt get me anywhere today to make my reservation and also lost  bags of mine ",negative
"been trying to talk with a dividend miles rep for  days now I have been holding for over  hours each day What are my options ",negative
"and it still says its on time on your website By the way ",negative
"your customer service is horrible ",negative
"Gold Star for united change my flight miss all connections but cant accommodate me until a MUCH Late Flightr arrival timeNot HAPPY ",negative
"firstclass cockup  ",negative
"all day travel swag  ijustwanttosleep  ",neutral
"Thank you for the new Club at OHare Very comfortable You made the difficult weather days proficient and enjoyable ",positive
"have you considered adding the well call you back when we have someone free feature to your support line ",negative
"This is dating back to Nov I have been sent back and forth between you and Its a disgrace ",negative
"will do Hoping for a voucher for a future flight Optimistic ",positive
"I didnt even leave the airport and you sent  of my bags to Philadelphia ",negative
"Thanks for the Information but have been trying for over hrs and no luck Flight dep Today Need  change  tomorrow or Thursday ",negative
"tried twice today on hold for  min each time i have things to do Significant Other cant live on hold dealing With your customer serv failures ",negative
"sat at airport for  hrs still sitting at gate Sigh ",negative
"actually we did not consider she might have made a mistake She did not complain beyond that she indicated it on her reservation ",neutral
"injured at check in yesterday U told me to go to dr on hold with SWA for over hour trying to talk with someone suggestions ",negative
"Trying to get through by phone to confirm that funds from a Cancelled Flightled reservation can still be used in the future Can u help ",negative
"omg Wish I had a flight today Haha theres always next time Have fun at LFT ",positive
"to arrive the plane Im sitting on needs to take offwish someone would tell us what the holdup is ",negative
" thats the gist of what the flight attendant told her ",negative
"By the way is it true you have to remind flight staff after checking in even after indicating meal prefer on your reservation  ",negative
"what took me aback was the response by the flight attendant who put the responsibility squarely back on passengers shoulders  ",negative
"No but u cld explain how such a disorganized and inefficient company With surly and obviously unhappy employees stays in business ",negative
"Got it thanks Any insight into what will happen tomorrow ",neutral
"any chance of adding LAXJFK direct any time in the future ",neutral
"thank you I was given this same reply  years ago Can you direct me to an area I can learn more about the improvements ",negative
"just disconnected my call after  hours without even speaking to me octavian nightmare  ",negative
"she was a phone agent pls do Peggy was pleasant informative and delivered ⭐️⭐️⭐️⭐️⭐️ ",positive
"Hopefully next time Can I send you my future itineraries Significant Other the next one can be planned when Im there 😂😂 ",neutral
"flight  fro Norfolk International Airport to PHL ",neutral
"",negative
"The phone line disconnects How can I be in the queue to be answered when the phone line simply disconnects when I call ",negative
"want to bump up my seet to first class for two Cancelled Flightlations in hrs what a joke ",negative
"I am thankful to the United ground staff who put me in the last seat on the last flight out Home Late Flight is still home ",positive
"I appreciate the follow up ",positive
"Ive been on hold for an hour  a half trying to change my flight to BNA Not very happy with customer service right now ",negative
"Got flight reschedule to flight form Pittsburgh International Airport to Fort Lauderdale Hollywood International Airport and our flight had mechanical problems Significant Other we were delayed an hour Missed my connect ",negative
"well lucky I only fly JBI guess I would be even more squished on any other airline 😞 ",positive
"still crickets from customer service ",negative
"we rebooked But and I had to split up and take different flights because a pilot ran out of hours Frustrating ",negative
"no worries about the tweets We all should do what we can to make sure we as in your tag line Fly the Friendly Skies ",positive
"Great job Looking forward to my next trip being able to use this new feature ",positive
" any update on flights in to Nashville International Airport today ",neutral
"damn weather messing up everything serenity now  ",neutral
"could you tell me if any upgrades are available on a flight out of LambertSt Louis International Airport tomorrow morning ",neutral
"disappointed with customer service right now my flight was only one Cancelled Flightled at my airport  now Im losing  days from trip ",negative
"been on hold for over an hournot cool you guys ",negative
"should i continue ",negative
"Ok great thanks I had a great flight FYI Im excited to fly again I just was frustrated I was not able to check in ",neutral
"I do not want to deal with your customer service agents with no practical knowledgeProvide me with a direct contact ",negative
"hundreds of people in line and less than half the desks being manned at CLT Help ",negative
"Why is there no contact email for customer complaints ",negative
"Now I am probably going to miss my connection in Charlotte Significant Other I will have to drive home for the funeral ",negative
"Flight  from John F Kennedy International Airport to Charlotte then  from Charlotte to Birmingham  previous flights to Huntsville International Airport were Cancelled Flightled ",negative
"pleasantly surprised to find ANA has made major upgrades on their transpacific route in flights planes and service ",positive
"Step  Cancelled Flight flight Step  Dont notify customer Step  Charge them for food while they try to survive their wait Brilliant ",negative
"i need my confirmation number Can you give it to me ",neutral
" besides no small degree of selfinterest We take that route several times a year  would hate to be in that situation ",negative
"Great job with the Passbook integration It’ll really help streamline the commute to San Fran 😊☕📲✈ ",positive
"I need to reschedule a flight and Ive been on hold for almost an hour This is ridiculous Is there a best number to call ",negative
" condescension must be a quality your Commanding Officer rewards Your tone reeks of it ",negative
"unfortunately no but hoping I can catch one sometime in the near future ",neutral
"why is my flight delayed  hours This is insane Every other flight has made it to NYC ",negative
"Ah Wish I was there Good luck ",neutral
"Just contaced EYEWITNESS NEWS about the ripoff the Cancelled Flighted now they want me to pay ",negative
"How can I change without penalty and not have to call customer service ",neutral
"when I call it says yall are too busy and to call back Late Flightr this is terrible customer service what will you do about it ",negative
"They charged me for a flight they Cancelled Flightled unbelievable and unheard of ",negative
"I was completely ripped of by US Airways today never fly this airline I am contacting my local news ",negative
"I cant believe that you would refer me to a number no one seems to be getting through Really I need help ASAP ",negative
"still waiting to see 😞 ",neutral
"feck guys Stop Cancelled Flightling flights from Newark Liberty International Airport to Richmond International Airport the weather is fine I both locations ",negative
" UA has been rolling out improvements too we think Hoping theyll catch up soon Meantime ANA is our preference ",neutral
"FRZZ ",neutral
"youve got a mess here at Detroit Metro Airport but your staff is doing great ",positive
"flying to La Guardia Airport in the dead of winter jvstatus  Newark Liberty International Airport  John F Kennedy International Airport is always the intelligent option ",negative
"I need someone from management to contact me I was flying to a funeral wont make it now to add to my pain they want me  pay ",negative
"dropped off a luggage at Washington Dulles International Airport over  months ago for repair from damages havent heard anything about it since when do I get it back ",negative
"thats what I thought Thanks for the clarification ",neutral
"no flights out of nashville  today Are you kidding me Why are other airlines flying and youre not Significant Other frustrated ",negative
"I am but it says yall are sold out Me  My coworkers would need to get out first available ",neutral
"Im trying to change a family vacation due to Measles outbreak and havent been able to get anyone on the phone Any help ",negative
"CEO Battles to Appease Passengers and Wall Street  ",neutral
" there are seats together they just have fees Seems if Im taking a am flight the least you can do is wave the  ",negative
"Im researching a flight  noticed a small issue wclass of service between your site  other sites Could Reservations help me ",neutral
"Thx Stand by I know its frustrating and I do appreciate your patience while we try to get you on your way JH ",neutral
"roundtrip tickets to NJ are DRAMATICALLY cheaper through Virgin pretty pricey via United Can you match them ",neutral
"I also find it ridiculous that Ive been tweeting to you since  AM EST and have still received no response  hours ",negative
"Thanks Yes I got through Biggest frustration is that Im no longer able to check in online for my flight after For Cancelled Flights ",negative
"why are flights still getting out of Logan now You couldnt manage to get one out at  AM when it wasnt snowing ",negative
"mins wait on the phone with no option for a callback Finally had to hang up because my phone was dying customer service  ",negative
"landing early morning after snowfall ",neutral
"and thanks ",positive
"sure Fhkte Am scheduled to leave this weekend but need to push to October ",neutral
"its all good flight eventually took off and landed safely oh and I got the free cup o wine thx ",positive
"I noticed the rates increased a few days ago or the promotion ended Any idea when another promotion will be coming Thanks ",neutral
"and they are telling me I got to get another hotel and foodso spend more money because you guys made me miss my connection ",negative
"already spent  to stay at hotel last night due to you guys rescheduling my flight Since my Cancelled Flightation Ive spent almost  ",negative
"Seems very likely ",positive
"they are rude and unhelpful They suggested I catch a flight tomorrow I was supposed to be home today at  am and work is waiting ",negative
"crew  keeping safety top of mind in CLT ",positive
"I was denied use of a rear facing car seat on UA an ERJ Can you confirm the actual policy ",negative
"you better hold my flight to Tucson   just landed in Houston after an hour delay for some minor computer problem ",negative
"Thank you Twitter says I cant Direct message someone unless they follow me Can follows my twitter ",negative
"the  is sold out too ",neutral
"myself and  others ",neutral
"can you follow me Flight Cancelled Flightled cant rebook online been on hold for  hours Would love to Direct message flight info Thank you ",negative
"I didFlyFi worked well and was free aboard this flight ",positive
"I booked a flight yesterday but didnt receive an email confirmation and I my dividends number isnt registering Please help ",negative
"thank you And next flight to Durango then driving to Farmington New Mexico for work But hitting the slopes in Durango ",neutral
"Finally Integration With passbook is a great Valentine gift  better then chocoLate Flight You do heart me ",positive
"Finally ",neutral
"you guys are awesome dont change athing  luv  ",positive
"Karen with customer service was very helpful Thank you for providing one bright spot in a frustrating situation ",positive
"Twitter says I cant Direct message someone unless they follow me Can follows my twitter thanks you ",negative
"tough choices but I did all simultaneously As a business traveler best experience in a long time wish my flight was longer  what  ",positive
"t hanks Great  service in T already lovejet Blue ",positive
"I left my sons Duke hat on flight  last night It says Mason on the back Any way of locating it Thanks in advance ",neutral
"will my known traveler no transfer over from  when I check in at t as an AA elite I can get choice seats ",neutral
"is having a sale Im delighted ",positive
"about time Thank you ",positive
"morning If I have a question regarding elevate points  flights can I Direct message you ",neutral
"Confirmation number NJVBP  All I need is email confirmation of flight from NYC  San Francisco International Airport Feb For ",neutral
"Is Changing Its MileagePlus Program Winners and Losers airline  travel  loyalty  rewards  ",neutral
"Brandi Zabsonre in Denver deserves a raise for bringing delight into a terrible travel situation big ups ",positive
"no exceptions for national awards ",neutral
"any idea on flights to Nashville tomorrow being clear or Cancelled Flightled ",neutral
"Been dealing with a Cancelled Flightled flight since last night  was booked to a  flightwouldve at least liked to see Ella perform laughing out loud ",negative
"any tips on getting a hotel that your airline wont get for any of us even though we were told that wed make our flight ",negative
"Are there any sign up bonuses to enroll in Elevate ",neutral
"just got on the pm in Newark home to LA Your folks at Newark Liberty International Airport are incredible lets go home  ",positive
"I somehow think Im going to be stuck paying for a hotel room in Denver without winter clothes on my dime I guess well see ",negative
"I normally ask people to put on headphonesbut not toddlers Maybe planes should have a kid section near the back  ",neutral
"of course I need help Ive been DMing you ladies and gents all day Your only solution is hope for the best and LAX ",negative
"Hi Thanks Do you have an exact link to that specific page on your site you can share  or is it under Flight Status Thx ",neutral
"huge fan of great brands and people doing great thingsyou guys rock happy to share the love ",positive
"missing my reservations due to a Cancelled Flightled flight Make it right by giving me first class tomorrow Make your customers happy ",negative
"its not a consolation because my bags are somewhere else which is a real impediment to me going on a different vacation ",negative
"my group got their Cancelled Flightlation fees waived but I cant because my ticket is booked for  Your reps were no help either 😡 ",negative
"LUV Ya Too I will sing a song for yall when I finally get on that plane back to Nashville LOVESOUTHWESTAIR ",positive
"my mothers flight was delayed from phlord Were on our way to NRT and the gate refused to upgrade A platinum Blegh ",negative
"is Late Flight again Everyone braved the weather and  passengers are waiting for a flight crew Really ",negative
"Miserable trip  lost bag Sat found Mon lost again shipping nd day ground Tues might have it for return flight home ",negative
"spending the afternoon Mia Not your fault No lounge Very inconvenient ",negative
"costumer service sucks Waiting for a week for a response ",negative
"Is there a way to get a copy of Febs edition of Hemisphere ",neutral
"Trying to add my dog on the flight but cant get through ",negative
"I need to request a refund on my flight that was Cancelled Flightled this morning due to the weather ",negative
"Thanks a ton ",positive
"issues are not with people who r nice or storm emails with wrong phone numbers auto rebooked flights to non connecting cities ",negative
"my flight  scheduled for pm departure still says on time but no plane at gate Any update on how long of a delay ",negative
"thank you someone finally answered and was able to change my flight that was Cancelled Flighted bc of ice Thank you for response ",positive
"cust serv reps who are unable to change reservations in your system Check in unaware of Cancelled Flights that I got word on night before ",negative
"is there any way that you could hold flight  in CharlotteDouglas International Airport my husband is stuck in the security check line flight scheduled for PM ",neutral
"when is my plane coming Been delayed for almost  hours No plane ",negative
"Not fast enough No excuse for service between big hubs to have such outdated craft Southwest has wifi This is awful ",negative
"thankful for great service in Newark Seats fixed and I was seated with my daughter Fab landing in Fort Myers ",positive
"always when I fly SW loyalRRmember ",positive
"CEO battles to please Wall St and flyers  from ",neutral
"I believe you But in all seriousness whats an acceptable time I should have this expense on my name that wasnt my fault ",negative
"Is there a direct number to call to request a refund Its telling me its not valid as I changed the ticket No number on site ",neutral
"or you could send me a DM ",neutral
"I am following you now I dont think I can Direct message until you follow me ",neutral
"Flight Cancelled Flightled out of BNA Do I have to reschedule now or can travel funds be put back into my account for future use ",negative
"are you kidding me I needed help yesterday Im now landed and waiting for my connection Never will I fly southwest again ",negative
"can i have my bags back ding ",negative
"yeah bruh its bool yall niggaz just need to hire some more workers or something cause next time imma be forced ta disrespect ",negative
"as much i have paid in fees Plus hotel and food because of your changes i could had flown with a more reliable airline no jet blue  ",negative
"Travelling from pwm to atl on Sunday That flight got Cancelled Flightled and my new flight is Cancelled Flightled and got disconnected when reFlight Booking Problems ",negative
"mood lighting on point🙌 Reclining my seat kickin up my feet💤 ",negative
"Nearly  hours Late Flightr and still no idea where it is I will never fly United again if I can help it ",negative
" had wifi broken on plane Had same outage on  on Friday How can Southwest get it right on every plane but United cant ",negative
"WiFi onboard  far superior in pricing and performance userperceived bandwidth and Late Flightncy to recent experiences ",positive
"Second day  attempt trying to leave Washington Dulles International Airport  Im on another plane delayed for mechanical issues Over an hour delayed ",negative
"followed ",neutral
"worst customer service Terrible attitudes I dont care how big a storm Your employees need an attitude adjustment ",negative
"how do I get a copy of my last flight showing original time and delay I need it for work Thanks ",neutral
"its be nice to take a flight and have some level of consistency  service from the flight attendants Quality control ",negative
"just played the Most bizarre safety video Ive ever seen ",neutral
"I did eventually get through but that flight Cancelled Flightled Decided to drive but gave up holding to process refund ",negative
"Already rebooked for tomorrow Fingers crossed ",neutral
"okayyyy But I had huge irons on way out Promise no shenanigans ",neutral
"please send me a number to call to talk to a person and not be put on hold ",negative
"flt  from Buf to MCO ConfFGKXV Please also look into reimburse for car COUNT that I had to Cancelled Flight ",negative
"Almost  hours on hold now I just need to Cancelled Flight a flight and get a refund Other airlines are operating ",negative
"You need to be more accommodating to your loyal customers Not happy now ",negative
"yes Thank you Oct oct  ",positive
"what a joke of a company today reminded me why I never book with you ",negative
"I had exceptional service on flight  from Indianapolis International Airport to PHX ",positive
"giving up on your direct flight from Bush Intercontinental Airport to Honolulu rd attempt in  years  rd delay  meal voucher Wow Customer service ",negative
"the person I talked to couldnt do anything not normally available online other than the no charge part ",negative
"can someone help me set up a callback today ",negative
"how about when there are Cancelled Flightlations you just have a link to rebook like you did for initial storm issues ",negative
"there really should not be guidance to call via phone if you are that back logged I could have done it online in  minutes ",negative
"no had to rebook my flight myself and am about to board in bham ",negative
"Only at Newark can you land  minutes early but lose all that time waiting on tarmac for a gate ",negative
"no worries We got thru eventually I was just curious Best of luck to you dealing with the weather ",positive
"not terribly inspired to call customer service in the future now ",negative
"also they said they couldnt even book the flight They were having to put me on hold  have someone else do it ",negative
"glitches on website re Flight Booking Problems travel  checking in Nothing between ur site  the airport was communicated it was a nightmare ",negative
"No I missed the funeral Significant Other I had to take a train back to Newark ",negative
"what is the baggage allowance on flights from Glasgow to the US Thanks ",neutral
"really wish youd fly out of Fargo those fares are amazings ",positive
"stay warm  I will be passing through Chicago next week ",positive
"the refund request functionality on is brokeni get a time out error ",negative
"in my  years of flying I have never been Significant Other pissed off To many incidents for just one flight ",negative
"Heard apology  times in the  mins I was on hold Now flying from another airport at a different time but delayed AGAIN ",negative
"Happily But you need to follow me in order for me to Direct message you ",neutral
"I willmake sure to tell everyone I know about this all around horrible experience I will also post it on my business page ",negative
"and currently as im bringing my  year old to the bathroom Im being rushed by the flight attendant ",negative
"new CEO seeks the right balance to please passengers and Wall   Weyburn Review ",neutral
"please hogs my next flight for me Im waiting on a bus to get me off one plane Significant Other I can run to the other It leaves in two min ",negative
"Fabulous  thank you Significant Other much Looking forward to taking to the skies with you  ",positive
"we r rebooked got conflicting Information abt baggage Y no extra plane batteries on hand Y no comped admirals club for  hr wait ",negative
"Dont tell me that Tell me what I can actually DO to reach someone I dont mind being put on hold but it wont even do THAT ",negative
"Can you give me Silver Status for  months ",neutral
"I absolutely will Where can I send it ",neutral
"no worries Youre doing the best u can Already Cancelled Flighted my biz trip Still LUV you RR  ",positive
"if my flight says delayed with estimated departure listed can I arrive at airport Late Flightr ",neutral
"please hold  I can see it Just cant get off my first plane quick enough ",neutral
"was just at T a little over a month ago you guys are great thanks for everything ",positive
"figured but delay is listed at almost  hrs Thanks for being great Cheers ",negative
"then why did my whole team be able to put there carry ons under the plane ",negative
"customer service at its finest ",positive
"No speciifc email  character limit for complaints Is AAUS customer complaints adopting the twitter model ",negative
"doing a good thing holding flight for a few for  peeps on Late Flight connecting flight Well still make destination on time ",positive
"Q Just purchased ticket to Hawaii for trip in Late FlightMarch Does this mean we will acquire miles based on price or distance flown ",neutral
"Hey SWAir a very tortured boarding on flight  due to one gate agent having to board assisted folks one at a time ",negative
"I understand a delay but to be stuck on the plane longer than the flight is unacceptable ",negative
"and For days of Cancelled Flightations I have driven to  airports in  different states spent more on gas than my flight ",negative
"yall tried it with this little bitty plane flying out of boston I hate little planes ",negative
"is there a problem with the website I tried making changes With the app and the site but got unspecified errors ",negative
"I love Southwest and Payton Taylor ",positive
"RaleighDurham International Airport flights expected to be ok this afternoon and tonight ",neutral
"super disappointed today First time weve had to stress and now book a flight on another airline while at the airport ",negative
"they put me on the next flight available tomorrow morning  Any idea if Nashville International Airport will be open in the morning for my flight ",negative
"Good I want extra peanuts on my flight then lol JVMChat ",neutral
"YES Great realtime example Thanks for being awesome JetBlue JVMChat ",positive
"alittle more money to book our flights were  way there  ",neutral
"HAHA you didn’t disappoint Well done JVMChat ",positive
"thank you I tried that and they said they didnt have it Anywhere else to try ",positive
"best u could doI might get my refund within  billing cycles Months of u guys asking for another chance Im done ",negative
"thanks Yall have some of the best customer service left in the industry ",positive
"u lost my bag and would not refund my bag fee Does that make sense to you And yes I already called cust svc They said no ",negative
"I like the inflight snacks Im flying with you guys on  JVMChat ",positive
"awww  R to the T realtime appreciation from JetBlue rocking the tweets  JVMChat ",positive
"how is your gate agent gonna tell me my flight is on time when its  minutes past departure time and the previous flights plane ",negative
"this is the aforementioned pilot sure you want to merge with these patron hitting hoodlums ",negative
"my flight was but  I left my phone on the plane or the shuttle  ",neutral
"on a good note the  employees I encountered Newark were fabulous I was very Late Flight for my connecting flight and they got me on ",positive
"the woman working the counter in philly at  this am needs to be fired Due to bad weather I along with other passengers ",negative
"was earlier for reFlight Booking Problems flight Im on now Didnt get a screencap just said unspecified error and to call SWA ",negative
"Buying Early Bird was pointless You moved me to a diff flight bc first one was delayed Significant Other I lost my boarding position ",negative
"For me it’s not until  ",neutral
"Well I try See you soon ",neutral
"Haha  that will indeed be a great day ",positive
"I want my money back Now were sitting on the runway After a  hour delay waiting for the baggage to begin loading ",negative
"with Karen and found her unhelpful and rude called United at the time  told she could board but Karen would not accept ",negative
"she has crossed For prior times with other carriers and no issue Karen was rude untrained and unhelpful I also spoke ",negative
"nexus confirmed that at any crossing via air car or boat she can travel with only Nexus ",negative
" employee yelled at her  employee stood with others whispering and pointing at her from behind counter ",negative
