@relation Tweets

@attribute text string
@attribute labelled_sentiment {positive,neutral,negative}

@data
"flying to la guardia airport in the dead of winter jvstatus newark liberty international airport john f kennedy international airport is always the intelligent option ",negative
"i need someone from management to contact me i was flying to a funeral wont make it now to add to my pain they want me pay ",negative
"dropped off a luggage at washington dulles international airport over months ago for repair from damages havent heard anything about it since when do i get it back ",negative
"thats what i thought thanks for the clarification ",neutral
"no flights out of nashville today are you kidding me why are other airlines flying and youre not significant other frustrated ",negative
"i am but it says yall are sold out me my coworkers would need to get out first available ",neutral
"im trying to change a family vacation due to measles outbreak and havent been able to get anyone on the phone any help ",negative
"ceo battles to appease passengers and wall street ",neutral
" there are seats together they just have fees seems if im taking a am flight the least you can do is wave the ",negative
"im researching a flight noticed a small issue wclass of service between your site other sites could reservations help me ",neutral
"thx stand by i know its frustrating and i do appreciate your patience while we try to get you on your way jh ",neutral
"roundtrip tickets to nj are dramatically cheaper through virgin pretty pricey via united can you match them ",neutral
"i also find it ridiculous that ive been tweeting to you since am est and have still received no response hours ",negative
"thanks yes i got through biggest frustration is that im no longer able to check in online for my flight after for cancelled flights ",negative
"why are flights still getting out of logan now you couldnt manage to get one out at am when it wasnt snowing ",negative
"mins wait on the phone with no option for a callback finally had to hang up because my phone was dying customer service ",negative
"landing early morning after snowfall ",neutral
"and thanks ",positive
"sure fhkte am scheduled to leave this weekend but need to push to october ",neutral
"its all good flight eventually took off and landed safely overheard and i got the free cup o wine thx ",positive
"i noticed the rates increased a few days ago or the promotion ended any idea when another promotion will be coming thanks ",neutral
"and they are telling me i got to get another hotel and foodso spend more money because you guys made me miss my connection ",negative
"already spent to stay at hotel last night due to you guys rescheduling my flight since my cancelled flightation ive spent almost ",negative
"seems very likely ",positive
"they are rude and unhelpful they suggested i catch a flight tomorrow i was supposed to be home today at am and work is waiting ",negative
"crew keeping safety top of mind in clt ",positive
"i was denied use of a rear facing car seat on ua an erj can you confirm the actual policy ",negative
"you better hold my flight to tucson just landed in houston after an hour delay for some minor computer problem ",negative
"thank you twitter says i cant direct message someone unless they follow me can follows my twitter ",negative
"the is sold out too ",neutral
"myself and others ",neutral
"can you follow me flight cancelled flightled cant rebook online been on hold for hours would love to direct message flight information thank you ",negative
"i didflyfi worked well and was free aboard this flight ",positive
"i booked a flight yesterday but didnt receive an email confirmation and i my dividends number isnt registering please help ",negative
"thank you and next flight to durango then driving to farmington new mexico for work but hitting the slopes in durango ",neutral
"finally integration with passbook is a great valentine gift better then chocolate flight you do heart me ",positive
"finally ",neutral
"you guys are awesome dont change athing luv ",positive
"karen with customer service was very helpful thank you for providing one bright spot in a frustrating situation ",positive
"twitter says i cant direct message someone unless they follow me can follows my twitter thanks you ",negative
"tough choices but i did all simultaneously as a business traveler best experience in a long time wish my flight was longer what ",positive
"t hanks great service in t already lovejet blue ",positive
"i left my sons duke hat on flight last night it says mason on the back any way of locating it thanks in advance ",neutral
"will my known traveler no transfer over from when i check in at t as an aa elite i can get choice seats ",neutral
"is having a sale im delighted ",positive
"about time thank you ",positive
"morning if i have a question regarding elevate points flights can i direct message you ",neutral
"confirmation number njvbp all i need is email confirmation of flight from nyc san francisco international airport feb for ",neutral
"is changing its mileageplus program winners and losers airline travel loyalty rewards ",neutral
"brandi zabsonre in denver deserves a raise for bringing delight into a terrible travel situation big ups ",positive
"no exceptions for national awards ",neutral
"any idea on flights to nashville tomorrow being clear or cancelled flightled ",neutral
"been dealing with a cancelled flightled flight since last night was booked to a flightwouldve at least liked to see ella perform laughing out loud ",negative
"any tips on getting a hotel that your airline wont get for any of us even though we were told that wed make our flight ",negative
"are there any sign up bonuses to enroll in elevate ",neutral
"just got on the private message in newark home to la your folks at newark liberty international airport are incredible lets go home ",positive
"i somehow think im going to be stuck paying for a hotel room in denver without winter clothes on my dime i guess well see ",negative
"i normally ask people to put on headphonesbut not toddlers maybe planes should have a kid section near the back ",neutral
"of course i need help ive been dming you ladies and gents all day your only solution is hope for the best and lax ",negative
"hi thanks do you have an exact link to that specific page on your site you can share or is it under flight status thx ",neutral
"huge fan of great brands and people doing great thingsyou guys rock happy to share the love ",positive
"missing my reservations due to a cancelled flightled flight make it right by giving me first class tomorrow make your customers happy ",negative
"its not a consolation because my bags are somewhere else which is a real impediment to me going on a different vacation ",negative
"my group got their cancelled flightlation fees waived but i cant because my ticket is booked for your reps were no help either rage ",negative
"luv ya too i will sing a song for yall when i finally get on that plane back to nashville lovesouthwestair ",positive
"my mothers flight was delayed from phlord were on our way to nrt and the gate refused to upgrade a platinum blegh ",negative
"is late flight again everyone braved the weather and passengers are waiting for a flight crew really ",negative
"miserable trip lost bag sat found mon lost again shipping nd day ground tues might have it for return flight home ",negative
"spending the afternoon mia not your fault no lounge very inconvenient ",negative
"costumer service sucks waiting for a week for a response ",negative
"is there a way to get a copy of febs edition of hemisphere ",neutral
"trying to add my dog on the flight but cant get through ",negative
"i need to request a refund on my flight that was cancelled flightled this morning due to the weather ",negative
"thanks a ton ",positive
"issues are not with people who r nice or storm emails with wrong phone numbers auto rebooked flights to non connecting cities ",negative
"my flight scheduled for private message departure still says on time but no plane at gate any update on how long of a delay ",negative
"thank you someone finally answered and was able to change my flight that was cancelled flighted bc of ice thank you for response ",positive
"cust serv reps who are unable to change reservations in your system check in unaware of cancelled flights that i got word on night before ",negative
"is there any way that you could hold flight in charlottedouglas international airport my husband is stuck in the security check line flight scheduled for private message ",neutral
"when is my plane coming been delayed for almost hours no plane ",negative
"not fast enough no excuse for service between big hubs to have such outdated craft southwest has wifi this is awful ",negative
"thankful for great service in newark seats fixed and i was seated with my daughter fab landing in fort myers ",positive
"always when i fly sw loyalrrmember ",positive
"ceo battles to please wall st and flyers from ",neutral
"i believe you but in all seriousness whats an acceptable time i should have this expense on my name that wasnt my fault ",negative
"is there a direct number to call to request a refund its telling me its not valid as i changed the ticket no number on site ",neutral
"or you could send me a direct message ",neutral
"i am following you now i dont think i can direct message until you follow me ",neutral
"flight cancelled flightled out of bna do i have to reschedule now or can travel funds be put back into my account for future use ",negative
"are you kidding me i needed help yesterday im now landed and waiting for my connection never will i fly southwest again ",negative
"can i have my bags back ding ",negative
"yeah bruh its bool yall niggaz just need to hire some more workers or something cause next time imma be forced ta disrespect ",negative
"as much i have paid in fees plus hotel and food because of your changes i could had flown with a more reliable airline no jet blue ",negative
"travelling from pwm to atl on sunday that flight got cancelled flightled and my new flight is cancelled flightled and got disconnected when reflight booking problems ",negative
"mood lighting on point raisedhands reclining my seat kickin up my feet zzz ",negative
"nearly hours late flightr and still no idea where it is i will never fly united again if i can help it ",negative
" had wifi broken on plane had same outage on on friday how can southwest get it right on every plane but united cant ",negative
"wifi onboard far superior in pricing and performance userperceived bandwidth and late flightncy to recent experiences ",positive
"second day attempt trying to leave washington dulles international airport im on another plane delayed for mechanical issues over an hour delayed ",negative
"followed ",neutral
"worst customer service terrible attitudes i dont care how big a storm your employees need an attitude adjustment ",negative
"how do i get a copy of my last flight showing original time and delay i need it for work thanks ",neutral
"its be nice to take a flight and have some level of consistency service from the flight attendants quality control ",negative
"just played the most bizarre safety video ive ever seen ",neutral
"i did eventually get through but that flight cancelled flightled decided to drive but gave up holding to process refund ",negative
"already rebooked for tomorrow fingers crossed ",neutral
"okayyyy but i had huge irons on way out promise no shenanigans ",neutral
"please send me a number to call to talk to a person and not be put on hold ",negative
"flt from buf to mco conffgkxv please also look into reimburse for car count that i had to cancelled flight ",negative
"almost hours on hold now i just need to cancelled flight a flight and get a refund other airlines are operating ",negative
"you need to be more accommodating to your loyal customers not happy now ",negative
"yes thank you oct oct ",positive
"what a joke of a company today reminded me why i never book with you ",negative
"i had exceptional service on flight from indianapolis international airport to phx ",positive
"giving up on your direct flight from bush intercontinental airport to honolulu rd attempt in years rd delay meal voucher wow customer service ",negative
"the person i talked to couldnt do anything not normally available online other than the no charge part ",negative
"can someone help me set up a callback today ",negative
"how about when there are cancelled flightlations you just have a link to rebook like you did for initial storm issues ",negative
"there really should not be guidance to call via phone if you are that back logged i could have done it online in minutes ",negative
"no had to rebook my flight myself and am about to board in bham ",negative
"only at newark can you land minutes early but lose all that time waiting on tarmac for a gate ",negative
"no worries we got thru eventually i was just curious best of luck to you dealing with the weather ",positive
"not terribly inspired to call customer service in the future now ",negative
"also they said they couldnt even book the flight they were having to put me on hold have someone else do it ",negative
"glitches on website in regards to flight booking problems travel checking in nothing between ur site the airport was communicated it was a nightmare ",negative
"no i missed the funeral significant other i had to take a train back to newark ",negative
"what is the baggage allowance on flights from glasgow to the us thanks ",neutral
"really wish youd fly out of fargo those fares are amazings ",positive
"stay warm i will be passing through chicago next week ",positive
"the refund request functionality on is brokeni get a time out error ",negative
"in my years of flying i have never been significant other pissed off to many incidents for just one flight ",negative
"heard apology times in the mins i was on hold now flying from another airport at a different time but delayed again ",negative
"happily but you need to follow me in order for me to direct message you ",neutral
"i willmake sure to tell everyone i know about this all around horrible experience i will also post it on my business page ",negative
"and currently as im bringing my year old to the bathroom im being rushed by the flight attendant ",negative
"new ceo seeks the right balance to please passengers and wall weyburn review ",neutral
"please hogs my next flight for me im waiting on a bus to get me off one plane significant other i can run to the other it leaves in two min ",negative
"fabulous thank you significant other much looking forward to taking to the skies with you ",positive
"we r rebooked got conflicting information abt baggage y no extra plane batteries on have a nice day y no comped admirals club for hr wait ",negative
"dont tell me that tell me what i can actually do to reach someone i dont mind being put on hold but it wont even do that ",negative
"can you give me silver status for months ",neutral
"i absolutely will where can i send it ",neutral
"no worries youre doing the best u can already cancelled flighted my biz trip still luv you rr ",positive
"if my flight says delayed with estimated departure listed can i arrive at airport late flightr ",neutral
"please hold i can see it just cant get off my first plane quick enough ",neutral
"was just at t a little over a month ago you guys are great thanks for everything ",positive
"figured but delay is listed at almost hrs thanks for being great cheers ",negative
"then why did my whole team be able to put there carry ons under the plane ",negative
"customer service at its finest ",positive
"no speciifc email character limit for complaints is aaus customer complaints adopting the twitter model ",negative
"doing a good thing holding flight for a few for peeps on late flight connecting flight well still make destination on time ",positive
"q just purchased ticket to hawaii for trip in late flightmarch does this mean we will acquire miles based on price or distance flown ",neutral
"hey swair a very tortured boarding on flight due to one gate agent having to board assisted folks one at a time ",negative
"i understand a delay but to be stuck on the plane longer than the flight is unacceptable ",negative
"and for days of cancelled flightations i have driven to airports in different states spent more on gas than my flight ",negative
"yall tried it with this little bitty plane flying out of boston i hate little planes ",negative
"is there a problem with the website i tried making changes with the app and the site but got unspecified errors ",negative
"i love southwest and payton taylor ",positive
"raleighdurham international airport flights expected to be ok this afternoon and tonight ",neutral
"super disappointed today first time weve had to stress and now book a flight on another airline while at the airport ",negative
"they put me on the next flight available tomorrow morning any idea if nashville international airport will be open in the morning for my flight ",negative
"good i want extra peanuts on my flight then laughing out loud jvmchat ",neutral
"yes great realtime example thanks for being awesome jetblue jvmchat ",positive
"alittle more money to book our flights were way there ",neutral
"haha you didnt disappoint well done jvmchat ",positive
"thank you i tried that and they said they didnt have it anywhere else to try ",positive
"best u could doi might get my refund within billing cycles months of u guys asking for another chance im done ",negative
"thanks yall have some of the best customer service left in the industry ",positive
"u lost my bag and would not refund my bag fee does that make sense to you and yes i already called cust svc they said no ",negative
"i like the inflight snacks im flying with you guys on jvmchat ",positive
"awww r to the t realtime appreciation from jetblue rocking the tweets jvmchat ",positive
"how is your gate agent gonna tell me my flight is on time when its minutes past departure time and the previous flights plane ",negative
"this is the aforementioned pilot sure you want to merge with these patron hitting hoodlums ",negative
"my flight was but i left my phone on the plane or the shuttle ",neutral
"on a good note the employees i encountered newark were fabulous i was very late flight for my connecting flight and they got me on ",positive
"the woman working the counter in philly at this am needs to be fired due to bad weather i along with other passengers ",negative
"was earlier for reflight booking problems flight im on now didnt get a screencap just said unspecified error and to call swa ",negative
"buying early bird was pointless you moved me to a diff flight bc first one was delayed significant other i lost my boarding position ",negative
"for me its not until ",neutral
"well i try see you soon ",neutral
"haha that will indeed be a great day ",positive
"i want my money back now were sitting on the runway after a hour delay waiting for the baggage to begin loading ",negative
"with karen and found her unhelpful and rude called united at the time told she could board but karen would not accept ",negative
"she has crossed for prior times with other carriers and no issue karen was rude untrained and unhelpful i also spoke ",negative
"nexus confirmed that at any crossing via air car or boat she can travel with only nexus ",negative
" employee yelled at her employee stood with others whispering and pointing at her from behind counter ",negative
" refused boarding with nexus nexus confirmed she should not be refused ",negative
"ive had on an airline everyone else has been great but she soured the whole experience for me hope shes not there next time ",negative
"thanks got put on the am flight tomorrow dont have much faith itll get off the ground tomorrow though ",positive
"i think im shot cant find a flight that arrives before business san on thu really want to go too ",negative
" days maybe ",negative
"flight booking problems a flight using credit from a previously cancelled flightled flight cant get thru on the phone and cant book online help please ",negative
"absolutely the staff was amazing ",positive
"you are horrendous pull your shit together ",negative
"you guys are perfect as always wervirgin ",positive
"what is the policy behind changing passengers seating assignments at the gate ",neutral
"why are you the only airline that is not flying out of nashville international airport today ",negative
"finally got through thanks ",positive
" i have spent minutes and counting on hold with you today after first minutes i gave up trying again on rd min ",negative
" bluemanity brought tears to my eyes jetblue s commitment to giving back to the crewmembers and the community is aww inspiring ",positive
"will you please update your website with the most current flight status and update your customer service phone on thx ",negative
"if i couldwanted to call i wouldnt use the internet to make a reservation ",negative
"darn it first in line for no upgrade wish i understood the policy ",neutral
"waiting for my luggage on flight is there a delay ",negative
"it is super frustrating that the folks at the united ticket counter in pittsburg arent honoring their own media rate united fail ",negative
" minutes after arrival and no bags for most people ua from den to ewr how long should we wait until a ual rep comes here ",negative
"another great flight crew las vegaschicago thanks ",positive
"i recommend upgrading your ivr and using call back email and texting from a know caller ",negative
"an entire flight of luggage missing at dca over an hour and nobody knows anything ",negative
"you get to hold called twice only to be kicked offcalls phone died alistpreferred ",negative
"it doesnt matter who you directed me to its the principle of the matter when i gate checked the stroller it was ",negative
"thank you significant other much its been a very stressful day ",positive
"me too in the future have a better harsh weather preparedness plan significant other much of your staff called out that everything snowballed ",negative
"which is why my next flights to miami will be on another airline ",negative
"received email wresos to my email that isnt associated to swa account i own with carbon copy information for my sister fraud please direct message me ",negative
"just did thank you ",neutral
"your onboard wifi is significant other bad its taking me minutes to send this tweet working is off the table disappointed ",negative
"i was supposed to be on flight from charlotte to raleighdurham international airport private message yesterday is the same flight scheduled for departure tonight ",neutral
" could you please send me a phone to the refunds department we have submitted our claim through email without success ",negative
"im not this person but ive been sitting in denver for three hours and all i want to do is get on a plane please let me go home ",negative
